"species","status"
"Acrolophia ustulata","LC"
"Acrorchis roseola","LC"
"Adenochilus gracilis","LC"
"Adenochilus nortonii","LC"
"Adenoncos buruensis","LC"
"Adenoncos celebica","LC"
"Adenoncos elongata","LC"
"Adenoncos major","EN"
"Adenoncos nasonioides","LC"
"Adenoncos papuana","LC"
"Adenoncos parviflora","LC"
"Adenoncos saccata","LC"
"Adenoncos sumatrana","EN"
"Adenoncos virens","EN"
"Adrorhizon purpurascens","EN"
"Aerangis alcicornis","CR"
"Aerangis appendiculata","LC"
"Aerangis arachnopus","EN"
"Aerangis articulata","EN"
"Aerangis biloba","LC"
"Aerangis brachycarpa","EN"
"Aerangis calantha","LC"
"Aerangis carnea","EN"
"Aerangis citrata","VU"
"Aerangis collum-cygni","LC"
"Aerangis concavipetala","CR"
"Aerangis confusa","EN"
"Aerangis coriacea","LC"
"Aerangis cryptodon","EN"
"Aerangis decaryana","EN"
"Aerangis distincta","LC"
"Aerangis divitiflora","CR"
"Aerangis ellisii","VU"
"Aerangis fastuosa","EN"
"Aerangis fuscata","EN"
"Aerangis gracillima","LC"
"Aerangis gravenreuthii","EN"
"Aerangis hologlottis","EN"
"Aerangis hyaloides","LC"
"Aerangis jacksonii","LC"
"Aerangis kirkii","EN"
"Aerangis kotschyana","LC"
"Aerangis luteoalba","LC"
"Aerangis macrocentra","EN"
"Aerangis modesta","VU"
"Aerangis monantha","EN"
"Aerangis montana","EN"
"Aerangis mooreana","EN"
"Aerangis mystacidii","LC"
"Aerangis oligantha","EN"
"Aerangis pallidiflora","EN"
"Aerangis pulchella","CR"
"Aerangis punctata","EN"
"Aerangis rostellaris","EN"
"Aerangis seegeri","VU"
"Aerangis somalensis","LC"
"Aerangis spiculata","EN"
"Aerangis splendida","LC"
"Aerangis stelligera","EN"
"Aerangis stylosa","EN"
"Aerangis thomsonii","LC"
"Aerangis ugandensis","LC"
"Aerangis verdickii","LC"
"Aeranthes adenopoda","EN"
"Aeranthes aemula","EN"
"Aeranthes angustidens","VU"
"Aeranthes antennophora","EN"
"Aeranthes arachnites","EN"
"Aeranthes bathieana","EN"
"Aeranthes caudata","VU"
"Aeranthes crassifolia","EN"
"Aeranthes ecalcarata","VU"
"Aeranthes filipes","EN"
"Aeranthes grandiflora","EN"
"Aeranthes laxiflora","EN"
"Aeranthes leandriana","EN"
"Aeranthes moratii","EN"
"Aeranthes multinodis","CR"
"Aeranthes nidus","VU"
"Aeranthes orophila","EN"
"Aeranthes parvula","VU"
"Aeranthes peyrotii","VU"
"Aeranthes polyanthemus","EN"
"Aeranthes ramosa","VU"
"Aeranthes robusta","CR"
"Aeranthes sambiranoensis","CR"
"Aeranthes schlechteri","LC"
"Aeranthes setiformis","CR"
"Aeranthes setipes","LC"
"Aeranthes strangulata","EN"
"Aeranthes subramosa","CR"
"Aeranthes tenella","EN"
"Aeranthes tricalcarata","EN"
"Aeranthes tropophila","EN"
"Aerides crassifolia","LC"
"Aerides crispa","LC"
"Aerides emericii","EN"
"Aerides falcata","LC"
"Aerides inflexa","LC"
"Aerides maculosa","LC"
"Aerides multiflora","LC"
"Aerides odorata","LC"
"Aerides quinquevulnera","EN"
"Aerides ringens","LC"
"Aerides rosea","EN"
"Aerides thibautiana","EN"
"Aganisia cyanea","LC"
"Aganisia fimbriata","LC"
"Aganisia pulchella","LC"
"Aglossorrhyncha aurea","LC"
"Aglossorrhyncha biflora","LC"
"Aglossorrhyncha fruticicola","LC"
"Aglossorrhyncha galanthiflora","LC"
"Aglossorrhyncha torricellensis","LC"
"Aglossorrhyncha viridis","LC"
"Agrostophyllum appendiculoides","LC"
"Agrostophyllum atrobrunneum","LC"
"Agrostophyllum beleense","LC"
"Agrostophyllum brachiatum","LC"
"Agrostophyllum brevipes","LC"
"Agrostophyllum callosum","LC"
"Agrostophyllum carrianum","LC"
"Agrostophyllum compressum","LC"
"Agrostophyllum crassicaule","LC"
"Agrostophyllum curvilabre","LC"
"Agrostophyllum cyatheicola","LC"
"Agrostophyllum cyathiforme","LC"
"Agrostophyllum cyclopense","LC"
"Agrostophyllum denbergeri","LC"
"Agrostophyllum dischorense","LC"
"Agrostophyllum dolychophyllum","LC"
"Agrostophyllum earinoides","LC"
"Agrostophyllum elatum","LC"
"Agrostophyllum elongatum","LC"
"Agrostophyllum fibrosum","LC"
"Agrostophyllum flexuosum","LC"
"Agrostophyllum globiceps","EN"
"Agrostophyllum glumaceum","LC"
"Agrostophyllum graminifolium","LC"
"Agrostophyllum grandiflorum","LC"
"Agrostophyllum grubbianum","LC"
"Agrostophyllum habbemense","LC"
"Agrostophyllum huonense","LC"
"Agrostophyllum indifferens","EN"
"Agrostophyllum javanicum","EN"
"Agrostophyllum kairoanum","LC"
"Agrostophyllum kaniense","LC"
"Agrostophyllum kerenganum","LC"
"Agrostophyllum lamellatum","LC"
"Agrostophyllum lampongense","EN"
"Agrostophyllum laterale","LC"
"Agrostophyllum laxum","LC"
"Agrostophyllum leucocephalum","LC"
"Agrostophyllum longifolium","LC"
"Agrostophyllum longinode","LC"
"Agrostophyllum longivaginatum","LC"
"Agrostophyllum macrocephalum","LC"
"Agrostophyllum majus","LC"
"Agrostophyllum malindangense","LC"
"Agrostophyllum megalurum","LC"
"Agrostophyllum militare","LC"
"Agrostophyllum milneanum","LC"
"Agrostophyllum montanum","LC"
"Agrostophyllum mucronatum","LC"
"Agrostophyllum myrianthum","LC"
"Agrostophyllum neoguinense","LC"
"Agrostophyllum paniculatum","LC"
"Agrostophyllum papuanum","LC"
"Agrostophyllum parviflorum","LC"
"Agrostophyllum patentissimum","LC"
"Agrostophyllum philippinense","LC"
"Agrostophyllum planicaule","LC"
"Agrostophyllum rigidifolium","LC"
"Agrostophyllum spicatum","LC"
"Agrostophyllum stenophyllum","LC"
"Agrostophyllum stipulatum","LC"
"Agrostophyllum subacuminatum","LC"
"Agrostophyllum sumatranum","EN"
"Agrostophyllum superpositum","LC"
"Agrostophyllum torricellense","LC"
"Agrostophyllum trifidum","LC"
"Agrostophyllum triquetrum","LC"
"Agrostophyllum uniflorum","LC"
"Agrostophyllum vanhulstijnii","EN"
"Agrostophyllum ventricosum","LC"
"Alamania punicea","EN"
"Altensteinia boliviensis","LC"
"Altensteinia citrina","LC"
"Altensteinia fimbriata","LC"
"Altensteinia longispicata","VU"
"Altensteinia virescens","LC"
"Amitostigma basifoliatum","EN"
"Amitostigma capitatum","LC"
"Amitostigma faberi","LC"
"Amitostigma hemipilioides","LC"
"Amitostigma kinoshitae","LC"
"Amitostigma simplex","EN"
"Amitostigma tetralobum","EN"
"Anacamptis boryi","LC"
"Anacamptis collina","LC"
"Anacamptis coriophora","LC"
"Anacamptis laxiflora","LC"
"Anacamptis morio","LC"
"Anacamptis palustris","LC"
"Anacamptis papilionacea","LC"
"Anacamptis pyramidalis","LC"
"Anacamptis sancta","NT"
"Anathallis acuminata","LC"
"Anathallis adenochila","LC"
"Anathallis angustilabia","LC"
"Anathallis aristulata","LC"
"Anathallis barbulata","EN"
"Anathallis bolsanelloi","LC"
"Anathallis brevipes","LC"
"Anathallis corticicola","LC"
"Anathallis dryadum","LC"
"Anathallis ferdinandiana","LC"
"Anathallis gert-hatschbachii","EN"
"Anathallis graveolens","LC"
"Anathallis guarujaensis","LC"
"Anathallis involuta","LC"
"Anathallis jesupiorum","CR"
"Anathallis lagarophyta","CR"
"Anathallis lewisiae","EN"
"Anathallis linearifolia","LC"
"Anathallis liparanges","LC"
"Anathallis malmeana","LC"
"Anathallis microphyta","LC"
"Anathallis minutalis","LC"
"Anathallis montipelladensis","LC"
"Anathallis obovata","LC"
"Anathallis ourobranquensis","EN"
"Anathallis pabstii","LC"
"Anathallis papuligera","LC"
"Anathallis pubipetala","LC"
"Anathallis pusilla","LC"
"Anathallis radialis","LC"
"Anathallis scariosa","LC"
"Anathallis sclerophylla","LC"
"Anathallis sertularioides","EN"
"Anathallis sororcula","LC"
"Anathallis spiculifera","EN"
"Anathallis ypirangae","LC"
"Ancistrochilus rothschildianus","EN"
"Ancistrochilus thomsonianus","EN"
"Ancistrorhynchus akeassiae","CR"
"Ancistrorhynchus capitatus","LC"
"Ancistrorhynchus cephalotes","LC"
"Ancistrorhynchus clandestinus","LC"
"Ancistrorhynchus crystalensis","EN"
"Ancistrorhynchus laxiflorus","EN"
"Ancistrorhynchus metteniae","LC"
"Ancistrorhynchus ovatus","LC"
"Ancistrorhynchus parviflorus","LC"
"Ancistrorhynchus recurvus","LC"
"Ancistrorhynchus refractus","EN"
"Ancistrorhynchus schumannii","EN"
"Ancistrorhynchus serratus","LC"
"Ancistrorhynchus straussii","CR"
"Ancistrorhynchus tenuicaulis","LC"
"Andinia trimytera","LC"
"Andinia vestigipetala","LC"
"Androcorys pusillus","LC"
"Androcorys spiralis","EN"
"Angraecopsis amaniensis","LC"
"Angraecopsis breviloba","EN"
"Angraecopsis cryptantha","VU"
"Angraecopsis elliptica","EN"
"Angraecopsis gracillima","LC"
"Angraecopsis holochila","LC"
"Angraecopsis ischnopus","LC"
"Angraecopsis lisowskii","EN"
"Angraecopsis lovettii","CR"
"Angraecopsis malawiensis","LC"
"Angraecopsis parva","EN"
"Angraecopsis parviflora","EN"
"Angraecopsis pusilla","LC"
"Angraecopsis tenerrima","EN"
"Angraecopsis tridens","NT"
"Angraecopsis trifurca","CR"
"Angraecum acutipetalum","VU"
"Angraecum affine","LC"
"Angraecum alleizettei","EN"
"Angraecum aloifolium","EN"
"Angraecum ambrense","LC"
"Angraecum amplexicaule","EN"
"Angraecum ampullaceum","EN"
"Angraecum andringitranum","CR"
"Angraecum angustipetalum","CR"
"Angraecum angustum","EN"
"Angraecum ankeranense","EN"
"Angraecum aporoides","LC"
"Angraecum appendiculatum","EN"
"Angraecum appendiculoides","EN"
"Angraecum arachnites","EN"
"Angraecum atlanticum","NT"
"Angraecum bancoense","LC"
"Angraecum baronii","EN"
"Angraecum bemarivoense","EN"
"Angraecum bicallosum","EN"
"Angraecum birrimense","EN"
"Angraecum borbonicum","EN"
"Angraecum brachyrhopalon","CR"
"Angraecum bracteosum","EN"
"Angraecum breve","EN"
"Angraecum cadetii","EN"
"Angraecum calceolus","EN"
"Angraecum caricifolium","EN"
"Angraecum caulescens","EN"
"Angraecum chaetopodum","EN"
"Angraecum chamaeanthus","LC"
"Angraecum chermezonii","EN"
"Angraecum claessensii","EN"
"Angraecum clavigerum","VU"
"Angraecum compactum","VU"
"Angraecum compressicaule","CR"
"Angraecum conchiferum","LC"
"Angraecum conchoglossum","EN"
"Angraecum cordemoyi","EN"
"Angraecum cornigerum","EN"
"Angraecum cornucopiae","LC"
"Angraecum corrugatum","LC"
"Angraecum corynoceras","CR"
"Angraecum costatum","EN"
"Angraecum coutrixii","EN"
"Angraecum crassum","EN"
"Angraecum cribbianum","CR"
"Angraecum cucullatum","EN"
"Angraecum cultriforme","EN"
"Angraecum curnowianum","EN"
"Angraecum curvicaule","LC"
"Angraecum curvipes","EN"
"Angraecum danguyanum","VU"
"Angraecum dasycarpum","EN"
"Angraecum decaryanum","EN"
"Angraecum dendrobiopsis","VU"
"Angraecum didieri","EN"
"Angraecum distichum","LC"
"Angraecum dives","LC"
"Angraecum doratophyllum","LC"
"Angraecum drouhardii","LC"
"Angraecum dryadum","EN"
"Angraecum dupontii","EN"
"Angraecum eburneum","EN"
"Angraecum egertonii","VU"
"Angraecum eichlerianum","EN"
"Angraecum elephantinum","EN"
"Angraecum equitans","EN"
"Angraecum erectum","EN"
"Angraecum expansum","EN"
"Angraecum falcifolium","CR"
"Angraecum ferkoanum","CR"
"Angraecum filicornu","VU"
"Angraecum firthii","EN"
"Angraecum flavidum","EN"
"Angraecum floribundum","EN"
"Angraecum florulentum","EN"
"Angraecum gabonense","LC"
"Angraecum germinyanum","EN"
"Angraecum gracile","EN"
"Angraecum hermannii","EN"
"Angraecum humbertii","EN"
"Angraecum humblotianum","EN"
"Angraecum humile","EN"
"Angraecum huntleyoides","EN"
"Angraecum imerinense","CR"
"Angraecum infundibulare","LC"
"Angraecum kranzlinianum","EN"
"Angraecum lecomtei","VU"
"Angraecum leonis","EN"
"Angraecum letouzeyi","EN"
"Angraecum liliodorum","EN"
"Angraecum linearifolium","VU"
"Angraecum lisowskianum","LC"
"Angraecum litorale","EN"
"Angraecum longicalcar","EN"
"Angraecum longicaule","EN"
"Angraecum madagascariense","CR"
"Angraecum magdalenae","EN"
"Angraecum mahavavense","CR"
"Angraecum mauritianum","EN"
"Angraecum melanostictum","EN"
"Angraecum microcharis","CR"
"Angraecum minus","LC"
"Angraecum minutum","EN"
"Angraecum moandense","LC"
"Angraecum mofakoko","EN"
"Angraecum moratii","LC"
"Angraecum multiflorum","EN"
"Angraecum multinominatum","EN"
"Angraecum muscicola","CR"
"Angraecum musculiferum","EN"
"Angraecum myrianthum","EN"
"Angraecum obesum","EN"
"Angraecum oblongifolium","EN"
"Angraecum obversifolium","EN"
"Angraecum ochraceum","CR"
"Angraecum oeonioides","CR"
"Angraecum onivense","CR"
"Angraecum palmicola","CR"
"Angraecum panicifolium","VU"
"Angraecum patens","EN"
"Angraecum pauciramosum","VU"
"Angraecum pectinatum","EN"
"Angraecum penzigianum","EN"
"Angraecum pergracile","EN"
"Angraecum perhumile","CR"
"Angraecum perparvulum","CR"
"Angraecum peyrotii","CR"
"Angraecum pingue","EN"
"Angraecum pinifolium","EN"
"Angraecum podochiloides","LC"
"Angraecum popowii","EN"
"Angraecum potamophilum","CR"
"Angraecum praestans","EN"
"Angraecum protensum","LC"
"Angraecum pseudodidieri","EN"
"Angraecum pseudofilicornu","VU"
"Angraecum pterophyllum","EN"
"Angraecum pumilio","LC"
"Angraecum pungens","LC"
"Angraecum pusillum","LC"
"Angraecum pyriforme","LC"
"Angraecum ramosum","EN"
"Angraecum reygaertii","EN"
"Angraecum rhizanthium","EN"
"Angraecum rhizomaniacum","EN"
"Angraecum rhynchoglossum","VU"
"Angraecum rigidifolium","CR"
"Angraecum rostratum","VU"
"Angraecum rubellum","CR"
"Angraecum rutenbergianum","VU"
"Angraecum sacciferum","LC"
"Angraecum sacculatum","EN"
"Angraecum sambiranoense","EN"
"Angraecum sanfordii","LC"
"Angraecum scalariforme","EN"
"Angraecum scottianum","EN"
"Angraecum sedifolium","EN"
"Angraecum serpens","CR"
"Angraecum sesquipedale","EN"
"Angraecum setipes","VU"
"Angraecum sinuatiflorum","CR"
"Angraecum sororium","LC"
"Angraecum spectabile","LC"
"Angraecum spicatum","CR"
"Angraecum stella-africae","EN"
"Angraecum sterrophyllum","EN"
"Angraecum stolzii","EN"
"Angraecum striatum","EN"
"Angraecum subulatum","LC"
"Angraecum tamarindicola","CR"
"Angraecum tenellum","EN"
"Angraecum tenuifolium","LC"
"Angraecum tenuipes","CR"
"Angraecum teres","EN"
"Angraecum teretifolium","EN"
"Angraecum triangulifolium","EN"
"Angraecum umbrosum","LC"
"Angraecum undulatum","CR"
"Angraecum urschianum","VU"
"Angraecum verecundum","CR"
"Angraecum vesiculatum","EN"
"Angraecum vesiculiferum","CR"
"Angraecum viguieri","VU"
"Angraecum viride","EN"
"Angraecum viridiflorum","EN"
"Angraecum zaratananae","EN"
"Anguloa cliftonii","LC"
"Anguloa clowesii","LC"
"Anguloa uniflora","LC"
"Anguloa virginalis","LC"
"Anoectochilus albolineatus","EN"
"Anoectochilus annamensis","EN"
"Anoectochilus burmannicus","LC"
"Anoectochilus calcareus","EN"
"Anoectochilus dewildeorum","EN"
"Anoectochilus formosanus","LC"
"Anoectochilus geniculatus","LC"
"Anoectochilus imitans","LC"
"Anoectochilus kinabaluensis","EN"
"Anoectochilus koshunensis","LC"
"Anoectochilus longicalcaratus","LC"
"Anoectochilus lylei","EN"
"Anoectochilus monicae","EN"
"Anoectochilus papuanus","LC"
"Anoectochilus reinwardtii","LC"
"Anoectochilus rhombilabius","LC"
"Anoectochilus roxburghii","LC"
"Anoectochilus sandvicensis","LC"
"Anoectochilus setaceus","LC"
"Anoectochilus sumatranus","EN"
"Anoectochilus yatesiae","LC"
"Anoectochilus zhejiangensis","EN"
"Ansellia africana","VU"
"Anthogonium gracile","LC"
"Aphyllorchis alpina","LC"
"Aphyllorchis angustipetala","EN"
"Aphyllorchis anomala","LC"
"Aphyllorchis caudata","LC"
"Aphyllorchis elata","LC"
"Aphyllorchis evrardii","EN"
"Aphyllorchis exilis","LC"
"Aphyllorchis gollanii","LC"
"Aphyllorchis montana","LC"
"Aphyllorchis pallida","EN"
"Aphyllorchis queenslandica","LC"
"Aphyllorchis siantanensis","EN"
"Aphyllorchis simplex","EN"
"Aphyllorchis sumatrana","EN"
"Aplectrum hyemale","LC"
"Aporostylis bifolia","LC"
"Apostasia latifolia","EN"
"Apostasia nuda","LC"
"Apostasia odorata","LC"
"Apostasia parvula","LC"
"Apostasia wallichii","LC"
"Appendicula aberrans","LC"
"Appendicula adnata","EN"
"Appendicula alatocaulis","LC"
"Appendicula alba","LC"
"Appendicula anceps","LC"
"Appendicula angustifolia","LC"
"Appendicula annamensis","EN"
"Appendicula anomala","LC"
"Appendicula babiensis","LC"
"Appendicula bilobulata","EN"
"Appendicula bracteosa","LC"
"Appendicula brevimentum","EN"
"Appendicula buxifolia","LC"
"Appendicula calcarata","LC"
"Appendicula carnosa","LC"
"Appendicula celebica","EN"
"Appendicula clemensiae","LC"
"Appendicula clemensiorum","EN"
"Appendicula congesta","LC"
"Appendicula cornuta","LC"
"Appendicula cristata","LC"
"Appendicula dajakorum","LC"
"Appendicula damusensis","EN"
"Appendicula dendrobioides","LC"
"Appendicula effusa","EN"
"Appendicula elegans","LC"
"Appendicula elmeri","LC"
"Appendicula fasciculata","LC"
"Appendicula floribunda","LC"
"Appendicula foliosa","LC"
"Appendicula furfuracea","LC"
"Appendicula gjellerupii","LC"
"Appendicula gracilis","LC"
"Appendicula grandifolia","LC"
"Appendicula hexandra","LC"
"Appendicula infundibuliformis","LC"
"Appendicula lamprophylla","LC"
"Appendicula latilabium","EN"
"Appendicula laxifolia","LC"
"Appendicula linearifolia","LC"
"Appendicula linearis","LC"
"Appendicula longa","LC"
"Appendicula longirostrata","LC"
"Appendicula lucbanensis","EN"
"Appendicula lucida","LC"
"Appendicula magnibracteata","EN"
"Appendicula ovalis","EN"
"Appendicula palustris","LC"
"Appendicula patentissima","LC"
"Appendicula pauciflora","EN"
"Appendicula pendula","LC"
"Appendicula pilosa","LC"
"Appendicula polita","EN"
"Appendicula polystachya","LC"
"Appendicula pseudofractiflexa","LC"
"Appendicula purpurascens","LC"
"Appendicula purpureifolia","EN"
"Appendicula ramosa","LC"
"Appendicula recondita","LC"
"Appendicula reflexa","LC"
"Appendicula rostellata","LC"
"Appendicula rostrata","LC"
"Appendicula rubens","EN"
"Appendicula rupestris","LC"
"Appendicula salicifolia","LC"
"Appendicula seranica","LC"
"Appendicula spathilabris","EN"
"Appendicula tenuifolia","LC"
"Appendicula tenuispica","LC"
"Appendicula togarupia","LC"
"Appendicula torta","LC"
"Appendicula triloba","EN"
"Appendicula tubilabia","LC"
"Appendicula uncata","EN"
"Appendicula undulata","LC"
"Appendicula weberi","LC"
"Appendicula xytriophora","LC"
"Aracamunia liesneri","LC"
"Arachnis annamensis","LC"
"Arachnis beccarii","LC"
"Arachnis flos-aeris","LC"
"Arachnis hookeriana","LC"
"Arachnis labrosa","EN"
"Arachnis longisepala","EN"
"Arethusa bulbosa","LC"
"Arpophyllum giganteum","LC"
"Arpophyllum laxiflorum","EN"
"Arpophyllum spicatum","LC"
"Arthrochilus apectus","LC"
"Arthrochilus aquilus","LC"
"Arthrochilus byrnesii","LC"
"Arthrochilus corinnae","LC"
"Arthrochilus dockrillii","EN"
"Arthrochilus huntianus","LC"
"Arthrochilus irritabilis","LC"
"Arthrochilus latipes","EN"
"Arthrochilus lavarackianus","LC"
"Arthrochilus oreophilus","LC"
"Arthrochilus prolixus","LC"
"Arthrochilus rosulatus","LC"
"Arthrochilus sabulosus","LC"
"Arthrochilus stenophyllus","EN"
"Artorima erubescens","LC"
"Arundina graminifolia","LC"
"Ascidieria caricifolia","LC"
"Ascidieria longifolia","EN"
"Ascidieria maculiflora","LC"
"Ascidieria pseudocymbiformis","EN"
"Aspasia epidendroides","LC"
"Aspasia lunata","LC"
"Aspasia principissa","LC"
"Aspasia psittacina","LC"
"Aspasia variegata","LC"
"Aspidogyne argentea","LC"
"Aspidogyne bidentifera","LC"
"Aspidogyne boliviensis","LC"
"Aspidogyne bruxelii","LC"
"Aspidogyne commelinoides","LC"
"Aspidogyne costaricensis","LC"
"Aspidogyne cruciformis","LC"
"Aspidogyne decora","LC"
"Aspidogyne fimbrillaris","LC"
"Aspidogyne foliosa","LC"
"Aspidogyne grandis","LC"
"Aspidogyne grayumii","LC"
"Aspidogyne hylibates","LC"
"Aspidogyne kuczynskii","LC"
"Aspidogyne lindleyana","LC"
"Aspidogyne longicornu","LC"
"Aspidogyne malmei","LC"
"Aspidogyne metallescens","LC"
"Aspidogyne misera","CR"
"Aspidogyne mosaica","LC"
"Aspidogyne mystacina","LC"
"Aspidogyne pumila","LC"
"Aspidogyne robusta","LC"
"Aspidogyne roseoalba","EN"
"Aspidogyne stictophylla","EN"
"Aspidogyne sumacoensis","EN"
"Aspidogyne tuerckheimii","LC"
"Aulosepalum hemichrea","LC"
"Aulosepalum nelsonii","LC"
"Aulosepalum oestlundii","LC"
"Aulosepalum pulchrum","LC"
"Aulosepalum pyramidale","LC"
"Aulosepalum riodelayense","LC"
"Aulosepalum tenuiflorum","LC"
"Auxopus kamerunensis","LC"
"Auxopus macranthus","LC"
"Auxopus madagascariensis","CR"
"Barbosella australis","LC"
"Barbosella cogniauxiana","LC"
"Barbosella crassifolia","LC"
"Barbosella cucullata","LC"
"Barbosella dolichorhiza","LC"
"Barbosella dusenii","LC"
"Barbosella gardneri","LC"
"Barbosella geminata","LC"
"Barbosella macaheensis","LC"
"Barbosella miersii","LC"
"Barbosella orbicularis","LC"
"Barbosella prorepens","LC"
"Barbosella spiritu-sanctensis","LC"
"Barbosella trilobata","LC"
"Barbosella vasquezii","LC"
"Barkeria barkeriola","LC"
"Barkeria dorotheae","LC"
"Barkeria lindleyana","LC"
"Barkeria melanocaulon","LC"
"Barkeria naevosa","LC"
"Barkeria obovata","LC"
"Barkeria palmeri","LC"
"Barkeria scandens","LC"
"Barkeria shoemakeri","LC"
"Barkeria skinneri","LC"
"Barkeria spectabilis","LC"
"Barkeria uniflora","LC"
"Barkeria whartoniana","LC"
"Bartholina burmanniana","LC"
"Bartholina etheliae","LC"
"Basiphyllaea carabiaiana","LC"
"Basiphyllaea corallicola","LC"
"Basiphyllaea hamiltoniana","LC"
"Basiphyllaea sarcophylla","EN"
"Basiphyllaea wrightii","LC"
"Baskervilla assurgens","LC"
"Baskervilla auriculata","LC"
"Baskervilla colombiana","LC"
"Baskervilla leptantha","LC"
"Baskervilla machupicchuensis","LC"
"Baskervilla paranaensis","LC"
"Baskervilla pastasae","LC"
"Baskervilla stenopetala","LC"
"Batemannia armillata","LC"
"Batemannia colleyi","LC"
"Batemannia leferenzii","LC"
