"species","status"
"Aerangis somalensis","EN"
"Aerangis spiculata","EN"
"Aerangis splendida","LC"
"Aerangis stelligera","EN"
"Aerangis stylosa","EN"
"Aerangis thomsonii","LC"
"Aerangis ugandensis","VU"
"Aerangis verdickii","LC"
"Aeranthes adenopoda","EN"
"Aeranthes aemula","CR"
"Aeranthes angustidens","CR"
"Aeranthes antennophora","EN"
"Aeranthes arachnites","EN"
"Aeranthes bathieana","CR"
"Aeranthes caudata","VU"
"Aeranthes crassifolia","EN"
"Aeranthes ecalcarata","EN"
"Aeranthes filipes","EN"
"Aeranthes grandiflora","LC"
"Aeranthes laxiflora","EN"
"Aeranthes leandriana","CR"
"Aeranthes moratii","EN"
"Aeranthes multinodis","CR"
"Aeranthes nidus","EN"
"Aeranthes orophila","CR"
"Aeranthes parvula","EN"
"Aeranthes peyrotii","EN"
"Aeranthes polyanthemus","EN"
"Aeranthes ramosa","EN"
"Aeranthes robusta","CR"
"Aeranthes sambiranoensis","LC"
"Aeranthes schlechteri","EN"
"Aeranthes setiformis","CR"
"Aeranthes setipes","EN"
"Aeranthes strangulata","EN"
"Aeranthes subramosa","CR"
"Aeranthes tenella","EN"
"Aeranthes tricalcarata","CR"
"Aeranthes tropophila","EN"
"Aerides crassifolia","EN"
"Aerides crispa","LC"
"Aerides emericii","CR"
"Aerides falcata","LC"
"Aerides inflexa","LC"
"Aerides maculosa","LC"
"Aerides multiflora","EN"
"Aerides odorata","LC"
"Aerides quinquevulnera","EN"
"Aerides ringens","LC"
"Aerides rosea","EN"
"Aerides thibautiana","EN"
"Aganisia cyanea","LC"
"Aganisia fimbriata","LC"
"Aganisia pulchella","LC"
"Aglossorrhyncha aurea","LC"
"Aglossorrhyncha biflora","LC"
"Aglossorrhyncha fruticicola","LC"
"Aglossorrhyncha galanthiflora","LC"
"Aglossorrhyncha torricellensis","LC"
"Aglossorrhyncha viridis","LC"
"Agrostophyllum appendiculoides","LC"
"Agrostophyllum atrobrunneum","LC"
"Agrostophyllum beleense","LC"
"Agrostophyllum brachiatum","LC"
"Agrostophyllum brevipes","LC"
"Agrostophyllum callosum","LC"
"Agrostophyllum carrianum","LC"
"Agrostophyllum compressum","LC"
"Agrostophyllum crassicaule","LC"
"Agrostophyllum curvilabre","LC"
"Agrostophyllum cyatheicola","LC"
"Agrostophyllum cyathiforme","LC"
"Agrostophyllum cyclopense","LC"
"Agrostophyllum denbergeri","LC"
"Agrostophyllum dischorense","LC"
"Agrostophyllum dolychophyllum","LC"
"Agrostophyllum earinoides","LC"
"Agrostophyllum elatum","LC"
"Agrostophyllum elongatum","LC"
"Agrostophyllum fibrosum","LC"
"Agrostophyllum flexuosum","LC"
"Agrostophyllum globiceps","LC"
"Agrostophyllum glumaceum","EN"
"Agrostophyllum graminifolium","LC"
"Agrostophyllum grandiflorum","LC"
"Agrostophyllum grubbianum","LC"
"Agrostophyllum habbemense","LC"
"Agrostophyllum huonense","LC"
"Agrostophyllum indifferens","CR"
"Agrostophyllum javanicum","EN"
"Agrostophyllum kairoanum","LC"
"Agrostophyllum kaniense","LC"
"Agrostophyllum kerenganum","EXT"
"Agrostophyllum lamellatum","LC"
"Agrostophyllum lampongense","EXT"
"Agrostophyllum laterale","EN"
"Agrostophyllum laxum","LC"
"Agrostophyllum leucocephalum","LC"
"Agrostophyllum longifolium","LC"
"Agrostophyllum longinode","LC"
"Agrostophyllum longivaginatum","EN"
"Agrostophyllum macrocephalum","LC"
"Agrostophyllum majus","LC"
"Agrostophyllum malindangense","LC"
"Agrostophyllum megalurum","LC"
"Agrostophyllum militare","LC"
"Agrostophyllum milneanum","LC"
"Agrostophyllum montanum","LC"
"Agrostophyllum mucronatum","LC"
"Agrostophyllum myrianthum","LC"
"Agrostophyllum neoguinense","LC"
"Agrostophyllum paniculatum","LC"
"Agrostophyllum papuanum","LC"
"Agrostophyllum parviflorum","LC"
"Agrostophyllum patentissimum","LC"
"Agrostophyllum philippinense","EN"
"Agrostophyllum planicaule","EN"
"Agrostophyllum rigidifolium","LC"
"Agrostophyllum spicatum","LC"
"Agrostophyllum stenophyllum","LC"
"Agrostophyllum stipulatum","LC"
"Agrostophyllum subacuminatum","LC"
"Agrostophyllum sumatranum","EN"
"Agrostophyllum superpositum","LC"
"Agrostophyllum torricellense","LC"
"Agrostophyllum trifidum","EN"
"Agrostophyllum triquetrum","LC"
"Agrostophyllum uniflorum","LC"
"Agrostophyllum vanhulstijnii","CR"
"Agrostophyllum ventricosum","LC"
"Alamania punicea","LC"
"Altensteinia boliviensis","EN"
"Altensteinia citrina","LC"
"Altensteinia fimbriata","LC"
"Altensteinia longispicata","LC"
"Altensteinia virescens","LC"
"Amitostigma basifoliatum","EN"
"Amitostigma capitatum","EN"
"Amitostigma faberi","EN"
"Amitostigma hemipilioides","EN"
"Amitostigma kinoshitae","EN"
"Amitostigma simplex","EN"
"Amitostigma tetralobum","EN"
"Anacamptis boryi","LC"
"Anacamptis collina","LC"
"Anacamptis coriophora","LC"
"Anacamptis laxiflora","LC"
"Anacamptis morio","LC"
"Anacamptis palustris","LC"
"Anacamptis papilionacea","LC"
"Anacamptis pyramidalis","LC"
"Anacamptis sancta","LC"
"Anathallis acuminata","LC"
"Anathallis adenochila","LC"
"Anathallis angustilabia","EN"
"Anathallis aristulata","EN"
"Anathallis barbulata","LC"
"Anathallis bolsanelloi","LC"
"Anathallis brevipes","LC"
"Anathallis corticicola","LC"
"Anathallis dryadum","LC"
"Anathallis ferdinandiana","LC"
"Anathallis gert-hatschbachii","LC"
"Anathallis graveolens","EN"
"Anathallis guarujaensis","CR"
"Anathallis involuta","LC"
"Anathallis jesupiorum","EN"
"Anathallis lagarophyta","LC"
"Anathallis lewisiae","LC"
"Anathallis linearifolia","LC"
"Anathallis liparanges","LC"
"Anathallis malmeana","LC"
"Anathallis microphyta","LC"
"Anathallis minutalis","EN"
"Anathallis montipelladensis","LC"
"Anathallis obovata","LC"
"Anathallis ourobranquensis","EN"
"Anathallis pabstii","LC"
"Anathallis papuligera","EXT"
"Anathallis pubipetala","EN"
"Anathallis pusilla","EN"
"Anathallis radialis","LC"
"Anathallis scariosa","EN"
"Anathallis sclerophylla","LC"
"Anathallis sertularioides","EN"
"Anathallis sororcula","LC"
"Anathallis spiculifera","LC"
"Anathallis ypirangae","LC"
"Ancistrochilus rothschildianus","LC"
"Ancistrochilus thomsonianus","LC"
"Ancistrorhynchus akeassiae","CR"
"Ancistrorhynchus capitatus","LC"
"Ancistrorhynchus cephalotes","LC"
"Ancistrorhynchus clandestinus","EN"
"Ancistrorhynchus crystalensis","EXT"
"Ancistrorhynchus laxiflorus","EN"
"Ancistrorhynchus metteniae","LC"
"Ancistrorhynchus ovatus","EN"
"Ancistrorhynchus parviflorus","LC"
"Ancistrorhynchus recurvus","LC"
"Ancistrorhynchus refractus","EN"
"Ancistrorhynchus schumannii","EXT"
"Ancistrorhynchus serratus","EXT"
"Ancistrorhynchus straussii","LC"
"Ancistrorhynchus tenuicaulis","EN"
"Andinia trimytera","LC"
"Andinia vestigipetala","EN"
"Androcorys pusillus","LC"
"Androcorys spiralis","EN"
"Angraecopsis amaniensis","EN"
"Angraecopsis breviloba","EN"
"Angraecopsis cryptantha","EXT"
"Angraecopsis elliptica","EXT"
"Angraecopsis gracillima","VU"
"Angraecopsis holochila","LC"
"Angraecopsis ischnopus","EN"
"Angraecopsis lisowskii","EXT"
"Angraecopsis lovettii","EN"
"Angraecopsis malawiensis","EN"
"Angraecopsis parva","LC"
"Angraecopsis parviflora","EN"
"Angraecopsis pusilla","CR"
"Angraecopsis tenerrima","EN"
"Angraecopsis tridens","LC"
"Angraecopsis trifurca","CR"
"Angraecum acutipetalum","EN"
"Angraecum affine","EN"
"Angraecum alleizettei","CR"
"Angraecum aloifolium","CR"
"Angraecum ambrense","EN"
"Angraecum amplexicaule","EN"
"Angraecum ampullaceum","EN"
"Angraecum andringitranum","CR"
"Angraecum angustipetalum","EN"
"Angraecum angustum","EXT"
"Angraecum ankeranense","CR"
"Angraecum aporoides","LC"
"Angraecum appendiculatum","EN"
"Angraecum appendiculoides","EN"
"Angraecum arachnites","EN"
"Angraecum atlanticum","EN"
"Angraecum bancoense","LC"
"Angraecum baronii","EN"
"Angraecum bemarivoense","CR"
"Angraecum bicallosum","EN"
"Angraecum birrimense","LC"
"Angraecum borbonicum","LC"
"Angraecum brachyrhopalon","LC"
"Angraecum bracteosum","LC"
"Angraecum breve","EN"
"Angraecum cadetii","EN"
"Angraecum calceolus","EN"
"Angraecum caricifolium","CR"
"Angraecum caulescens","EN"
"Angraecum chaetopodum","EN"
"Angraecum chamaeanthus","EN"
"Angraecum chermezonii","EN"
"Angraecum claessensii","EXT"
"Angraecum clavigerum","CR"
"Angraecum compactum","LC"
"Angraecum compressicaule","EN"
"Angraecum conchiferum","EN"
"Angraecum conchoglossum","EN"
"Angraecum cordemoyi","EN"
"Angraecum cornigerum","EN"
"Angraecum cornucopiae","EN"
"Angraecum corrugatum","EN"
"Angraecum corynoceras","CR"
"Angraecum costatum","EN"
"Angraecum coutrixii","CR"
"Angraecum crassum","EN"
"Angraecum cribbianum","EN"
"Angraecum cucullatum","EN"
"Angraecum cultriforme","EN"
"Angraecum curnowianum","EN"
"Angraecum curvicaule","EN"
"Angraecum curvipes","EXT"
"Angraecum danguyanum","EN"
"Angraecum dasycarpum","CR"
"Angraecum decaryanum","EN"
"Angraecum dendrobiopsis","EN"
"Angraecum didieri","CR"
"Angraecum distichum","LC"
"Angraecum dives","VU"
"Angraecum doratophyllum","EXT"
"Angraecum drouhardii","CR"
"Angraecum dryadum","EN"
"Angraecum dupontii","CR"
"Angraecum eburneum","LC"
"Angraecum egertonii","EXT"
"Angraecum eichlerianum","LC"
"Angraecum elephantinum","CR"
"Angraecum equitans","CR"
"Angraecum erectum","LC"
"Angraecum expansum","EN"
"Angraecum falcifolium","CR"
"Angraecum ferkoanum","CR"
"Angraecum filicornu","EN"
"Angraecum firthii","EN"
"Angraecum flavidum","EN"
"Angraecum floribundum","CR"
"Angraecum florulentum","EN"
"Angraecum gabonense","LC"
"Angraecum germinyanum","LC"
"Angraecum gracile","CR"
"Angraecum hermannii","CR"
"Angraecum humbertii","EN"
"Angraecum humblotianum","EN"
"Angraecum humile","EN"
"Angraecum huntleyoides","CR"
"Angraecum imerinense","CR"
"Angraecum infundibulare","EN"
"Angraecum kranzlinianum","CR"
"Angraecum lecomtei","EN"
"Angraecum leonis","LC"
"Angraecum letouzeyi","CR"
"Angraecum liliodorum","EN"
"Angraecum linearifolium","VU"
"Angraecum lisowskianum","EXT"
"Angraecum litorale","CR"
"Angraecum longicalcar","EN"
"Angraecum longicaule","EN"
"Angraecum madagascariense","CR"
"Angraecum magdalenae","CR"
"Angraecum mahavavense","CR"
"Angraecum mauritianum","EN"
"Angraecum melanostictum","EN"
"Angraecum microcharis","LC"
"Angraecum minus","CR"
"Angraecum minutum","EN"
"Angraecum moandense","LC"
"Angraecum mofakoko","EN"
"Angraecum moratii","CR"
"Angraecum multiflorum","EN"
"Angraecum multinominatum","LC"
"Angraecum muscicola","EN"
"Angraecum musculiferum","EN"
"Angraecum myrianthum","EN"
"Angraecum obesum","EN"
"Angraecum oblongifolium","CR"
"Angraecum obversifolium","LC"
"Angraecum ochraceum","EN"
"Angraecum oeonioides","CR"
"Angraecum onivense","EN"
"Angraecum palmicola","EXT"
"Angraecum panicifolium","EN"
"Angraecum patens","EN"
"Angraecum pauciramosum","EN"
"Angraecum pectinatum","LC"
"Angraecum penzigianum","CR"
"Angraecum pergracile","CR"
"Angraecum perhumile","CR"
"Angraecum perparvulum","CR"
"Angraecum peyrotii","EN"
"Angraecum pingue","EN"
"Angraecum pinifolium","CR"
"Angraecum podochiloides","LC"
"Angraecum popowii","CR"
"Angraecum potamophilum","LC"
"Angraecum praestans","LC"
"Angraecum protensum","EN"
"Angraecum pseudodidieri","CR"
"Angraecum pseudofilicornu","EN"
"Angraecum pterophyllum","EN"
"Angraecum pumilio","CR"
"Angraecum pungens","LC"
"Angraecum pusillum","EN"
"Angraecum pyriforme","LC"
"Angraecum ramosum","EN"
"Angraecum reygaertii","EXT"
"Angraecum rhizanthium","CR"
"Angraecum rhizomaniacum","CR"
"Angraecum rhynchoglossum","EN"
"Angraecum rigidifolium","CR"
"Angraecum rostratum","EN"
"Angraecum rubellum","CR"
"Angraecum rutenbergianum","CR"
"Angraecum sacciferum","EN"
"Angraecum sacculatum","EN"
"Angraecum sambiranoense","EN"
"Angraecum sanfordii","EXT"
"Angraecum scalariforme","CR"
"Angraecum scottianum","CR"
"Angraecum sedifolium","CR"
"Angraecum serpens","CR"
"Angraecum sesquipedale","LC"
"Angraecum setipes","CR"
"Angraecum sinuatiflorum","CR"
"Angraecum sororium","LC"
"Angraecum spectabile","EN"
"Angraecum spicatum","CR"
"Angraecum stella-africae","EN"
"Angraecum sterrophyllum","CR"
"Angraecum stolzii","EN"
"Angraecum striatum","LC"
"Angraecum subulatum","LC"
"Angraecum tamarindicola","EN"
"Angraecum tenellum","EN"
"Angraecum tenuifolium","EN"
"Angraecum tenuipes","CR"
"Angraecum teres","CR"
"Angraecum teretifolium","EN"
"Angraecum triangulifolium","EN"
"Angraecum umbrosum","CR"
"Angraecum undulatum","CR"
"Angraecum urschianum","EN"
"Angraecum verecundum","CR"
"Angraecum vesiculatum","CR"
"Angraecum vesiculiferum","EN"
"Angraecum viguieri","LC"
"Angraecum viride","EN"
"Angraecum viridiflorum","EN"
"Angraecum zaratananae","EN"
"Anguloa cliftonii","LC"
"Anguloa clowesii","LC"
"Anguloa uniflora","LC"
"Anguloa virginalis","LC"
"Anoectochilus albolineatus","EN"
"Anoectochilus annamensis","EN"
"Anoectochilus burmannicus","EN"
"Anoectochilus calcareus","EN"
"Anoectochilus dewildeorum","LC"
"Anoectochilus formosanus","LC"
"Anoectochilus geniculatus","EN"
"Anoectochilus imitans","LC"
"Anoectochilus kinabaluensis","LC"
"Anoectochilus koshunensis","LC"
"Anoectochilus longicalcaratus","EN"
"Anoectochilus lylei","LC"
"Anoectochilus monicae","LC"
"Anoectochilus papuanus","LC"
"Anoectochilus reinwardtii","LC"
"Anoectochilus rhombilabius","LC"
"Anoectochilus roxburghii","LC"
"Anoectochilus sandvicensis","VU"
"Anoectochilus setaceus","LC"
"Anoectochilus sumatranus","EXT"
"Anoectochilus yatesiae","LC"
"Anoectochilus zhejiangensis","EN"
"Ansellia africana","LC"
"Anthogonium gracile","EN"
"Aphyllorchis alpina","EN"
"Aphyllorchis angustipetala","EN"
"Aphyllorchis anomala","LC"
"Aphyllorchis caudata","EN"
"Aphyllorchis elata","LC"
"Aphyllorchis evrardii","EN"
"Aphyllorchis exilis","CR"
"Aphyllorchis gollanii","EN"
"Aphyllorchis montana","LC"
"Aphyllorchis pallida","EN"
"Aphyllorchis queenslandica","LC"
"Aphyllorchis siantanensis","CR"
"Aphyllorchis simplex","EN"
"Aphyllorchis sumatrana","EN"
"Aplectrum hyemale","LC"
"Aporostylis bifolia","LC"
"Apostasia latifolia","EN"
"Apostasia nuda","LC"
"Apostasia odorata","LC"
"Apostasia parvula","LC"
"Apostasia wallichii","LC"
"Appendicula aberrans","LC"
"Appendicula adnata","CR"
"Appendicula alatocaulis","LC"
"Appendicula alba","LC"
"Appendicula anceps","LC"
"Appendicula angustifolia","EN"
"Appendicula annamensis","EN"
"Appendicula anomala","LC"
"Appendicula babiensis","EN"
"Appendicula bilobulata","LC"
"Appendicula bracteosa","LC"
"Appendicula brevimentum","EN"
"Appendicula buxifolia","EN"
"Appendicula calcarata","LC"
"Appendicula carnosa","EN"
"Appendicula celebica","CR"
"Appendicula clemensiae","LC"
"Appendicula clemensiorum","EN"
"Appendicula congesta","LC"
"Appendicula cornuta","LC"
"Appendicula cristata","LC"
"Appendicula dajakorum","EN"
"Appendicula damusensis","EN"
"Appendicula dendrobioides","LC"
"Appendicula effusa","EN"
"Appendicula elegans","LC"
"Appendicula elmeri","CR"
"Appendicula fasciculata","LC"
"Appendicula floribunda","EN"
"Appendicula foliosa","EN"
"Appendicula furfuracea","CR"
"Appendicula gjellerupii","LC"
"Appendicula gracilis","LC"
"Appendicula grandifolia","LC"
"Appendicula hexandra","LC"
"Appendicula infundibuliformis","EN"
"Appendicula lamprophylla","LC"
"Appendicula latilabium","LC"
"Appendicula laxifolia","EN"
"Appendicula linearifolia","LC"
"Appendicula linearis","EN"
"Appendicula longa","EN"
"Appendicula longirostrata","LC"
"Appendicula lucbanensis","EN"
"Appendicula lucida","LC"
"Appendicula magnibracteata","EN"
"Appendicula ovalis","EN"
"Appendicula palustris","LC"
"Appendicula patentissima","EN"
"Appendicula pauciflora","LC"
"Appendicula pendula","LC"
"Appendicula pilosa","EN"
"Appendicula polita","LC"
"Appendicula polystachya","LC"
"Appendicula pseudofractiflexa","LC"
"Appendicula purpurascens","EN"
"Appendicula purpureifolia","EN"
"Appendicula ramosa","LC"
"Appendicula recondita","EN"
"Appendicula reflexa","LC"
"Appendicula rostellata","EN"
"Appendicula rostrata","LC"
"Appendicula rubens","CR"
"Appendicula rupestris","EN"
"Appendicula salicifolia","CR"
"Appendicula seranica","LC"
"Appendicula spathilabris","EN"
"Appendicula tenuifolia","LC"
"Appendicula tenuispica","LC"
"Appendicula togarupia","CR"
"Appendicula torta","LC"
"Appendicula triloba","LC"
"Appendicula tubilabia","LC"
"Appendicula uncata","EN"
"Appendicula undulata","LC"
"Appendicula weberi","LC"
"Appendicula xytriophora","LC"
"Aracamunia liesneri","LC"
"Arachnis annamensis","EN"
"Arachnis beccarii","EN"
"Arachnis flos-aeris","EN"
"Arachnis hookeriana","LC"
"Arachnis labrosa","EN"
"Arachnis longisepala","EN"
"Arethusa bulbosa","LC"
"Arpophyllum giganteum","LC"
"Arpophyllum laxiflorum","LC"
"Arpophyllum spicatum","LC"
"Arthrochilus apectus","CR"
"Arthrochilus aquilus","LC"
"Arthrochilus byrnesii","LC"
"Arthrochilus corinnae","EN"
"Arthrochilus dockrillii","LC"
"Arthrochilus huntianus","LC"
"Arthrochilus irritabilis","LC"
"Arthrochilus latipes","LC"
"Arthrochilus lavarackianus","LC"
"Arthrochilus oreophilus","LC"
"Arthrochilus prolixus","LC"
"Arthrochilus rosulatus","LC"
"Arthrochilus sabulosus","LC"
"Arthrochilus stenophyllus","LC"
"Artorima erubescens","LC"
"Arundina graminifolia","LC"
"Ascidieria caricifolia","LC"
"Ascidieria longifolia","LC"
"Ascidieria maculiflora","LC"
"Ascidieria pseudocymbiformis","EN"
"Aspasia epidendroides","LC"
"Aspasia lunata","LC"
"Aspasia principissa","LC"
"Aspasia psittacina","LC"
"Aspasia variegata","LC"
"Aspidogyne argentea","LC"
"Aspidogyne bidentifera","LC"
"Aspidogyne boliviensis","LC"
"Aspidogyne bruxelii","LC"
"Aspidogyne commelinoides","LC"
"Aspidogyne costaricensis","LC"
"Aspidogyne cruciformis","LC"
"Aspidogyne decora","EN"
"Aspidogyne fimbrillaris","LC"
"Aspidogyne foliosa","LC"
"Aspidogyne grandis","LC"
"Aspidogyne grayumii","LC"
"Aspidogyne hylibates","LC"
"Aspidogyne kuczynskii","LC"
"Aspidogyne lindleyana","LC"
"Aspidogyne longicornu","LC"
"Aspidogyne malmei","LC"
"Aspidogyne metallescens","LC"
"Aspidogyne misera","EN"
"Aspidogyne mosaica","LC"
"Aspidogyne mystacina","LC"
"Aspidogyne pumila","LC"
"Aspidogyne robusta","CR"
"Aspidogyne roseoalba","LC"
"Aspidogyne stictophylla","LC"
"Aspidogyne sumacoensis","LC"
"Aspidogyne tuerckheimii","LC"
"Aulosepalum hemichrea","LC"
"Aulosepalum nelsonii","LC"
"Aulosepalum oestlundii","LC"
"Aulosepalum pulchrum","EN"
"Aulosepalum pyramidale","LC"
"Aulosepalum riodelayense","EN"
"Aulosepalum tenuiflorum","CR"
"Auxopus kamerunensis","LC"
"Auxopus macranthus","LC"
"Auxopus madagascariensis","CR"
"Barbosella australis","LC"
"Barbosella cogniauxiana","LC"
"Barbosella crassifolia","LC"
"Barbosella cucullata","LC"
"Barbosella dolichorhiza","LC"
"Barbosella dusenii","LC"
"Barbosella gardneri","LC"
"Barbosella geminata","LC"
"Barbosella macaheensis","EN"
"Barbosella miersii","LC"
"Barbosella orbicularis","LC"
"Barbosella prorepens","LC"
"Barbosella spiritu-sanctensis","LC"
"Barbosella trilobata","EN"
"Barbosella vasquezii","EN"
"Barkeria barkeriola","LC"
"Barkeria dorotheae","LC"
"Barkeria lindleyana","LC"
"Barkeria melanocaulon","EN"
"Barkeria naevosa","LC"
"Barkeria obovata","LC"
"Barkeria palmeri","LC"
"Barkeria scandens","LC"
"Barkeria shoemakeri","LC"
"Barkeria skinneri","LC"
"Barkeria spectabilis","LC"
"Barkeria uniflora","LC"
"Barkeria whartoniana","LC"
"Bartholina burmanniana","LC"
"Bartholina etheliae","LC"
"Basiphyllaea carabiaiana","LC"
"Basiphyllaea corallicola","LC"
"Basiphyllaea hamiltoniana","LC"
"Basiphyllaea sarcophylla","LC"
"Basiphyllaea wrightii","LC"
"Baskervilla assurgens","LC"
"Baskervilla auriculata","LC"
"Baskervilla colombiana","LC"
"Baskervilla leptantha","LC"
"Baskervilla machupicchuensis","LC"
"Baskervilla paranaensis","LC"
"Baskervilla pastasae","LC"
"Baskervilla stenopetala","LC"
"Batemannia armillata","LC"
"Batemannia colleyi","LC"
