"species","status"
"Aerangis spiculata","EN"
"Aerangis splendida","LC"
"Aerangis stelligera","LC"
"Aerangis stylosa","EN"
"Aerangis thomsonii","LC"
"Aerangis ugandensis","LC"
"Aerangis verdickii","LC"
"Aeranthes adenopoda","EN"
"Aeranthes aemula","EN"
"Aeranthes angustidens","VU"
"Aeranthes antennophora","EN"
"Aeranthes arachnites","EN"
"Aeranthes bathieana","EN"
"Aeranthes caudata","VU"
"Aeranthes crassifolia","EN"
"Aeranthes ecalcarata","LC"
"Aeranthes filipes","EN"
"Aeranthes grandiflora","EN"
"Aeranthes laxiflora","EN"
"Aeranthes leandriana","CR"
"Aeranthes moratii","EN"
"Aeranthes multinodis","CR"
"Aeranthes nidus","EN"
"Aeranthes orophila","EN"
"Aeranthes parvula","LC"
"Aeranthes peyrotii","VU"
"Aeranthes polyanthemus","EN"
"Aeranthes ramosa","VU"
"Aeranthes robusta","CR"
"Aeranthes sambiranoensis","CR"
"Aeranthes schlechteri","VU"
"Aeranthes setiformis","EN"
"Aeranthes setipes","EN"
"Aeranthes strangulata","VU"
"Aeranthes subramosa","CR"
"Aeranthes tenella","EN"
"Aeranthes tricalcarata","EN"
"Aeranthes tropophila","EN"
"Aerides crassifolia","LC"
"Aerides crispa","CR"
"Aerides emericii","CR"
"Aerides falcata","LC"
"Aerides inflexa","LC"
"Aerides maculosa","LC"
"Aerides multiflora","LC"
"Aerides odorata","EN"
"Aerides quinquevulnera","EN"
"Aerides ringens","EN"
"Aerides rosea","EN"
"Aerides thibautiana","EN"
"Aganisia cyanea","LC"
"Aganisia fimbriata","LC"
"Aganisia pulchella","LC"
"Aglossorrhyncha aurea","LC"
"Aglossorrhyncha biflora","LC"
"Aglossorrhyncha fruticicola","LC"
"Aglossorrhyncha galanthiflora","LC"
"Aglossorrhyncha torricellensis","LC"
"Aglossorrhyncha viridis","LC"
"Agrostophyllum appendiculoides","LC"
"Agrostophyllum atrobrunneum","LC"
"Agrostophyllum beleense","LC"
"Agrostophyllum brachiatum","LC"
"Agrostophyllum brevipes","LC"
"Agrostophyllum callosum","LC"
"Agrostophyllum carrianum","LC"
"Agrostophyllum compressum","LC"
"Agrostophyllum crassicaule","LC"
"Agrostophyllum curvilabre","LC"
"Agrostophyllum cyatheicola","LC"
"Agrostophyllum cyathiforme","LC"
"Agrostophyllum cyclopense","LC"
"Agrostophyllum denbergeri","LC"
"Agrostophyllum dischorense","LC"
"Agrostophyllum dolychophyllum","LC"
"Agrostophyllum earinoides","LC"
"Agrostophyllum elatum","LC"
"Agrostophyllum elongatum","LC"
"Agrostophyllum fibrosum","LC"
"Agrostophyllum flexuosum","LC"
"Agrostophyllum globiceps","EN"
"Agrostophyllum glumaceum","EN"
"Agrostophyllum graminifolium","LC"
"Agrostophyllum grandiflorum","LC"
"Agrostophyllum grubbianum","LC"
"Agrostophyllum habbemense","LC"
"Agrostophyllum huonense","LC"
"Agrostophyllum indifferens","CR"
"Agrostophyllum javanicum","LC"
"Agrostophyllum kairoanum","LC"
"Agrostophyllum kaniense","LC"
"Agrostophyllum kerenganum","LC"
"Agrostophyllum lamellatum","LC"
"Agrostophyllum lampongense","EN"
"Agrostophyllum laterale","VU"
"Agrostophyllum laxum","LC"
"Agrostophyllum leucocephalum","LC"
"Agrostophyllum longifolium","LC"
"Agrostophyllum longinode","LC"
"Agrostophyllum longivaginatum","LC"
"Agrostophyllum macrocephalum","LC"
"Agrostophyllum majus","LC"
"Agrostophyllum malindangense","LC"
"Agrostophyllum megalurum","LC"
"Agrostophyllum militare","LC"
"Agrostophyllum milneanum","LC"
"Agrostophyllum montanum","LC"
"Agrostophyllum mucronatum","LC"
"Agrostophyllum myrianthum","LC"
"Agrostophyllum neoguinense","LC"
"Agrostophyllum paniculatum","LC"
"Agrostophyllum papuanum","LC"
"Agrostophyllum parviflorum","LC"
"Agrostophyllum patentissimum","LC"
"Agrostophyllum philippinense","LC"
"Agrostophyllum planicaule","EN"
"Agrostophyllum rigidifolium","LC"
"Agrostophyllum spicatum","LC"
"Agrostophyllum stenophyllum","LC"
"Agrostophyllum stipulatum","LC"
"Agrostophyllum subacuminatum","LC"
"Agrostophyllum sumatranum","LC"
"Agrostophyllum superpositum","LC"
"Agrostophyllum torricellense","LC"
"Agrostophyllum trifidum","LC"
"Agrostophyllum triquetrum","LC"
"Agrostophyllum uniflorum","LC"
"Agrostophyllum vanhulstijnii","EN"
"Agrostophyllum ventricosum","LC"
"Alamania punicea","VU"
"Altensteinia boliviensis","LC"
"Altensteinia citrina","LC"
"Altensteinia fimbriata","LC"
"Altensteinia longispicata","VU"
"Altensteinia virescens","LC"
"Amitostigma basifoliatum","LC"
"Amitostigma capitatum","EN"
"Amitostigma faberi","EN"
"Amitostigma hemipilioides","EN"
"Amitostigma kinoshitae","LC"
"Amitostigma simplex","EN"
"Amitostigma tetralobum","EN"
"Anacamptis boryi","VU"
"Anacamptis collina","LC"
"Anacamptis coriophora","LC"
"Anacamptis laxiflora","LC"
"Anacamptis morio","LC"
"Anacamptis palustris","LC"
"Anacamptis papilionacea","LC"
"Anacamptis pyramidalis","LC"
"Anacamptis sancta","LC"
"Anathallis acuminata","LC"
"Anathallis adenochila","LC"
"Anathallis angustilabia","LC"
"Anathallis aristulata","LC"
"Anathallis barbulata","EN"
"Anathallis bolsanelloi","LC"
"Anathallis brevipes","CR"
"Anathallis corticicola","LC"
"Anathallis dryadum","LC"
"Anathallis ferdinandiana","LC"
"Anathallis gert-hatschbachii","EN"
"Anathallis graveolens","LC"
"Anathallis guarujaensis","EN"
"Anathallis involuta","LC"
"Anathallis jesupiorum","CR"
"Anathallis lagarophyta","CR"
"Anathallis lewisiae","LC"
"Anathallis linearifolia","LC"
"Anathallis liparanges","LC"
"Anathallis malmeana","LC"
"Anathallis microphyta","LC"
"Anathallis minutalis","LC"
"Anathallis montipelladensis","LC"
"Anathallis obovata","LC"
"Anathallis ourobranquensis","LC"
"Anathallis pabstii","LC"
"Anathallis papuligera","LC"
"Anathallis pubipetala","LC"
"Anathallis pusilla","LC"
"Anathallis radialis","LC"
"Anathallis scariosa","LC"
"Anathallis sclerophylla","LC"
"Anathallis sertularioides","EN"
"Anathallis sororcula","LC"
"Anathallis spiculifera","LC"
"Anathallis ypirangae","LC"
"Ancistrochilus rothschildianus","LC"
"Ancistrochilus thomsonianus","LC"
"Ancistrorhynchus akeassiae","EN"
"Ancistrorhynchus capitatus","LC"
"Ancistrorhynchus cephalotes","LC"
"Ancistrorhynchus clandestinus","LC"
"Ancistrorhynchus crystalensis","EN"
"Ancistrorhynchus laxiflorus","VU"
"Ancistrorhynchus metteniae","LC"
"Ancistrorhynchus ovatus","CR"
"Ancistrorhynchus parviflorus","LC"
"Ancistrorhynchus recurvus","LC"
"Ancistrorhynchus refractus","EN"
"Ancistrorhynchus schumannii","EN"
"Ancistrorhynchus serratus","NT"
"Ancistrorhynchus straussii","LC"
"Ancistrorhynchus tenuicaulis","VU"
"Andinia trimytera","LC"
"Andinia vestigipetala","LC"
"Androcorys pusillus","LC"
"Androcorys spiralis","EN"
"Angraecopsis amaniensis","EN"
"Angraecopsis breviloba","EN"
"Angraecopsis cryptantha","VU"
"Angraecopsis elliptica","VU"
"Angraecopsis gracillima","LC"
"Angraecopsis holochila","LC"
"Angraecopsis ischnopus","VU"
"Angraecopsis lisowskii","EN"
"Angraecopsis lovettii","CR"
"Angraecopsis malawiensis","LC"
"Angraecopsis parva","VU"
"Angraecopsis parviflora","LC"
"Angraecopsis pusilla","LC"
"Angraecopsis tenerrima","EN"
"Angraecopsis tridens","NT"
"Angraecopsis trifurca","CR"
"Angraecum acutipetalum","EN"
"Angraecum affine","LC"
"Angraecum alleizettei","EN"
"Angraecum aloifolium","EN"
"Angraecum ambrense","CR"
"Angraecum amplexicaule","EN"
"Angraecum ampullaceum","CR"
"Angraecum andringitranum","CR"
"Angraecum angustipetalum","LC"
"Angraecum angustum","EN"
"Angraecum ankeranense","EN"
"Angraecum aporoides","LC"
"Angraecum appendiculatum","EN"
"Angraecum appendiculoides","EN"
"Angraecum arachnites","EN"
"Angraecum atlanticum","NT"
"Angraecum bancoense","LC"
"Angraecum baronii","EN"
"Angraecum bemarivoense","EN"
"Angraecum bicallosum","EN"
"Angraecum birrimense","LC"
"Angraecum borbonicum","EN"
"Angraecum brachyrhopalon","CR"
"Angraecum bracteosum","EN"
"Angraecum breve","EN"
"Angraecum cadetii","EN"
"Angraecum calceolus","LC"
"Angraecum caricifolium","EN"
"Angraecum caulescens","EN"
"Angraecum chaetopodum","EN"
"Angraecum chamaeanthus","LC"
"Angraecum chermezonii","EN"
"Angraecum claessensii","LC"
"Angraecum clavigerum","EN"
"Angraecum compactum","LC"
"Angraecum compressicaule","CR"
"Angraecum conchiferum","LC"
"Angraecum conchoglossum","EN"
"Angraecum cordemoyi","LC"
"Angraecum cornigerum","EN"
"Angraecum cornucopiae","EN"
"Angraecum corrugatum","LC"
"Angraecum corynoceras","CR"
"Angraecum costatum","EN"
"Angraecum coutrixii","EN"
"Angraecum crassum","EN"
"Angraecum cribbianum","CR"
"Angraecum cucullatum","EN"
"Angraecum cultriforme","EN"
"Angraecum curnowianum","EN"
"Angraecum curvicaule","EN"
"Angraecum curvipes","EN"
"Angraecum danguyanum","VU"
"Angraecum dasycarpum","EN"
"Angraecum decaryanum","EN"
"Angraecum dendrobiopsis","VU"
"Angraecum didieri","EN"
"Angraecum distichum","LC"
"Angraecum dives","LC"
"Angraecum doratophyllum","EN"
"Angraecum drouhardii","EN"
"Angraecum dryadum","EN"
"Angraecum dupontii","EN"
"Angraecum eburneum","EN"
"Angraecum egertonii","VU"
"Angraecum eichlerianum","LC"
"Angraecum elephantinum","EN"
"Angraecum equitans","EN"
"Angraecum erectum","EN"
"Angraecum expansum","EN"
"Angraecum falcifolium","CR"
"Angraecum ferkoanum","CR"
"Angraecum filicornu","VU"
"Angraecum firthii","EN"
"Angraecum flavidum","EN"
"Angraecum floribundum","EN"
"Angraecum florulentum","CR"
"Angraecum gabonense","LC"
"Angraecum germinyanum","EN"
"Angraecum gracile","EN"
"Angraecum hermannii","EN"
"Angraecum humbertii","EN"
"Angraecum humblotianum","EN"
"Angraecum humile","EN"
"Angraecum huntleyoides","VU"
"Angraecum imerinense","CR"
"Angraecum infundibulare","LC"
"Angraecum kranzlinianum","VU"
"Angraecum lecomtei","VU"
"Angraecum leonis","EN"
"Angraecum letouzeyi","EN"
"Angraecum liliodorum","EN"
"Angraecum linearifolium","VU"
"Angraecum lisowskianum","LC"
"Angraecum litorale","EN"
"Angraecum longicalcar","EN"
"Angraecum longicaule","EN"
"Angraecum madagascariense","CR"
"Angraecum magdalenae","LC"
"Angraecum mahavavense","CR"
"Angraecum mauritianum","EN"
"Angraecum melanostictum","EN"
"Angraecum microcharis","CR"
"Angraecum minus","EN"
"Angraecum minutum","EN"
"Angraecum moandense","LC"
"Angraecum mofakoko","LC"
"Angraecum moratii","EN"
"Angraecum multiflorum","EN"
"Angraecum multinominatum","LC"
"Angraecum muscicola","CR"
"Angraecum musculiferum","EN"
"Angraecum myrianthum","EN"
"Angraecum obesum","EN"
"Angraecum oblongifolium","EN"
"Angraecum obversifolium","EN"
"Angraecum ochraceum","CR"
"Angraecum oeonioides","CR"
"Angraecum onivense","CR"
"Angraecum palmicola","CR"
"Angraecum panicifolium","VU"
"Angraecum patens","LC"
"Angraecum pauciramosum","VU"
"Angraecum pectinatum","EN"
"Angraecum penzigianum","NT"
"Angraecum pergracile","EN"
"Angraecum perhumile","CR"
"Angraecum perparvulum","CR"
"Angraecum peyrotii","CR"
"Angraecum pingue","EN"
"Angraecum pinifolium","EN"
"Angraecum podochiloides","LC"
"Angraecum popowii","EN"
"Angraecum potamophilum","CR"
"Angraecum praestans","EN"
"Angraecum protensum","EN"
"Angraecum pseudodidieri","EN"
"Angraecum pseudofilicornu","VU"
"Angraecum pterophyllum","EN"
"Angraecum pumilio","EN"
"Angraecum pungens","VU"
"Angraecum pusillum","LC"
"Angraecum pyriforme","VU"
"Angraecum ramosum","EN"
"Angraecum reygaertii","LC"
"Angraecum rhizanthium","CR"
"Angraecum rhizomaniacum","EN"
"Angraecum rhynchoglossum","EN"
"Angraecum rigidifolium","CR"
"Angraecum rostratum","EN"
"Angraecum rubellum","CR"
"Angraecum rutenbergianum","LC"
"Angraecum sacciferum","LC"
"Angraecum sacculatum","EN"
"Angraecum sambiranoense","EN"
"Angraecum sanfordii","EN"
"Angraecum scalariforme","CR"
"Angraecum scottianum","CR"
"Angraecum sedifolium","EN"
"Angraecum serpens","CR"
"Angraecum sesquipedale","EN"
"Angraecum setipes","VU"
"Angraecum sinuatiflorum","EN"
"Angraecum sororium","LC"
"Angraecum spectabile","LC"
"Angraecum spicatum","CR"
"Angraecum stella-africae","CR"
"Angraecum sterrophyllum","CR"
"Angraecum stolzii","EN"
"Angraecum striatum","EN"
"Angraecum subulatum","LC"
"Angraecum tamarindicola","CR"
"Angraecum tenellum","EN"
"Angraecum tenuifolium","LC"
"Angraecum tenuipes","CR"
"Angraecum teres","EN"
"Angraecum teretifolium","VU"
"Angraecum triangulifolium","EN"
"Angraecum umbrosum","LC"
"Angraecum undulatum","CR"
"Angraecum urschianum","EN"
"Angraecum verecundum","CR"
"Angraecum vesiculatum","CR"
"Angraecum vesiculiferum","CR"
"Angraecum viguieri","VU"
"Angraecum viride","EN"
"Angraecum viridiflorum","EN"
"Angraecum zaratananae","EN"
"Anguloa cliftonii","CR"
"Anguloa clowesii","LC"
"Anguloa uniflora","LC"
"Anguloa virginalis","LC"
"Anoectochilus albolineatus","EN"
"Anoectochilus annamensis","LC"
"Anoectochilus burmannicus","LC"
"Anoectochilus calcareus","VU"
"Anoectochilus dewildeorum","EN"
"Anoectochilus formosanus","LC"
"Anoectochilus geniculatus","LC"
"Anoectochilus imitans","LC"
"Anoectochilus kinabaluensis","LC"
"Anoectochilus koshunensis","EN"
"Anoectochilus longicalcaratus","EN"
"Anoectochilus lylei","EN"
"Anoectochilus monicae","EN"
"Anoectochilus papuanus","LC"
"Anoectochilus reinwardtii","LC"
"Anoectochilus rhombilabius","LC"
"Anoectochilus roxburghii","EN"
"Anoectochilus sandvicensis","VU"
"Anoectochilus setaceus","LC"
"Anoectochilus sumatranus","EN"
"Anoectochilus yatesiae","LC"
"Anoectochilus zhejiangensis","EN"
"Ansellia africana","VU"
"Anthogonium gracile","EN"
"Aphyllorchis alpina","LC"
"Aphyllorchis angustipetala","LC"
"Aphyllorchis anomala","LC"
"Aphyllorchis caudata","EN"
"Aphyllorchis elata","LC"
"Aphyllorchis evrardii","EN"
"Aphyllorchis exilis","LC"
"Aphyllorchis gollanii","EN"
"Aphyllorchis montana","LC"
"Aphyllorchis pallida","LC"
"Aphyllorchis queenslandica","LC"
"Aphyllorchis siantanensis","EN"
"Aphyllorchis simplex","EN"
"Aphyllorchis sumatrana","EN"
"Aplectrum hyemale","LC"
"Aporostylis bifolia","LC"
"Apostasia latifolia","LC"
"Apostasia nuda","LC"
"Apostasia odorata","LC"
"Apostasia parvula","LC"
"Apostasia wallichii","LC"
"Appendicula aberrans","LC"
"Appendicula adnata","EN"
"Appendicula alatocaulis","LC"
"Appendicula alba","LC"
"Appendicula anceps","LC"
"Appendicula angustifolia","LC"
"Appendicula annamensis","EN"
"Appendicula anomala","LC"
"Appendicula babiensis","LC"
"Appendicula bilobulata","LC"
"Appendicula bracteosa","LC"
"Appendicula brevimentum","EN"
"Appendicula buxifolia","LC"
"Appendicula calcarata","LC"
"Appendicula carnosa","LC"
"Appendicula celebica","EN"
"Appendicula clemensiae","LC"
"Appendicula clemensiorum","EN"
"Appendicula congesta","LC"
"Appendicula cornuta","LC"
"Appendicula cristata","LC"
"Appendicula dajakorum","LC"
"Appendicula damusensis","EN"
"Appendicula dendrobioides","LC"
"Appendicula effusa","EN"
"Appendicula elegans","EN"
"Appendicula elmeri","EN"
"Appendicula fasciculata","LC"
"Appendicula floribunda","EN"
"Appendicula foliosa","LC"
"Appendicula furfuracea","LC"
"Appendicula gjellerupii","LC"
"Appendicula gracilis","LC"
"Appendicula grandifolia","LC"
"Appendicula hexandra","CR"
"Appendicula infundibuliformis","LC"
"Appendicula lamprophylla","LC"
"Appendicula latilabium","EN"
"Appendicula laxifolia","LC"
"Appendicula linearifolia","LC"
"Appendicula linearis","LC"
"Appendicula longa","LC"
"Appendicula longirostrata","LC"
"Appendicula lucbanensis","EN"
"Appendicula lucida","LC"
"Appendicula magnibracteata","EN"
"Appendicula ovalis","EN"
"Appendicula palustris","LC"
"Appendicula patentissima","LC"
"Appendicula pauciflora","EN"
"Appendicula pendula","LC"
"Appendicula pilosa","LC"
"Appendicula polita","EN"
"Appendicula polystachya","LC"
"Appendicula pseudofractiflexa","LC"
"Appendicula purpurascens","LC"
"Appendicula purpureifolia","EN"
"Appendicula ramosa","LC"
"Appendicula recondita","LC"
"Appendicula reflexa","LC"
"Appendicula rostellata","EN"
"Appendicula rostrata","LC"
"Appendicula rubens","EN"
"Appendicula rupestris","LC"
"Appendicula salicifolia","LC"
"Appendicula seranica","LC"
"Appendicula spathilabris","LC"
"Appendicula tenuifolia","LC"
"Appendicula tenuispica","NT"
"Appendicula togarupia","LC"
"Appendicula torta","LC"
"Appendicula triloba","EN"
"Appendicula tubilabia","LC"
"Appendicula uncata","LC"
"Appendicula undulata","LC"
"Appendicula weberi","LC"
"Appendicula xytriophora","LC"
"Aracamunia liesneri","LC"
"Arachnis annamensis","LC"
"Arachnis beccarii","LC"
"Arachnis flos-aeris","LC"
"Arachnis hookeriana","EN"
"Arachnis labrosa","EN"
"Arachnis longisepala","LC"
"Arethusa bulbosa","LC"
"Arpophyllum giganteum","LC"
"Arpophyllum laxiflorum","EN"
"Arpophyllum spicatum","LC"
"Arthrochilus apectus","LC"
"Arthrochilus aquilus","LC"
"Arthrochilus byrnesii","LC"
"Arthrochilus corinnae","LC"
"Arthrochilus dockrillii","LC"
"Arthrochilus huntianus","LC"
"Arthrochilus irritabilis","LC"
"Arthrochilus latipes","VU"
"Arthrochilus lavarackianus","LC"
"Arthrochilus oreophilus","LC"
"Arthrochilus prolixus","LC"
"Arthrochilus rosulatus","LC"
"Arthrochilus sabulosus","LC"
"Arthrochilus stenophyllus","LC"
"Artorima erubescens","LC"
"Arundina graminifolia","LC"
"Ascidieria caricifolia","LC"
"Ascidieria longifolia","LC"
"Ascidieria maculiflora","LC"
"Ascidieria pseudocymbiformis","EN"
"Aspasia epidendroides","LC"
"Aspasia lunata","LC"
"Aspasia principissa","LC"
"Aspasia psittacina","LC"
"Aspasia variegata","LC"
"Aspidogyne argentea","LC"
"Aspidogyne bidentifera","LC"
"Aspidogyne boliviensis","LC"
"Aspidogyne bruxelii","LC"
"Aspidogyne commelinoides","LC"
"Aspidogyne costaricensis","LC"
"Aspidogyne cruciformis","LC"
"Aspidogyne decora","LC"
"Aspidogyne fimbrillaris","LC"
"Aspidogyne foliosa","LC"
"Aspidogyne grandis","LC"
"Aspidogyne grayumii","LC"
"Aspidogyne hylibates","LC"
"Aspidogyne kuczynskii","LC"
"Aspidogyne lindleyana","LC"
"Aspidogyne longicornu","LC"
"Aspidogyne malmei","LC"
"Aspidogyne metallescens","LC"
"Aspidogyne misera","CR"
"Aspidogyne mosaica","LC"
"Aspidogyne mystacina","LC"
"Aspidogyne pumila","LC"
"Aspidogyne robusta","LC"
"Aspidogyne roseoalba","LC"
"Aspidogyne stictophylla","EN"
"Aspidogyne sumacoensis","LC"
"Aspidogyne tuerckheimii","LC"
"Aulosepalum hemichrea","LC"
"Aulosepalum nelsonii","LC"
"Aulosepalum oestlundii","LC"
"Aulosepalum pulchrum","LC"
"Aulosepalum pyramidale","LC"
"Aulosepalum riodelayense","LC"
"Aulosepalum tenuiflorum","LC"
"Auxopus kamerunensis","LC"
"Auxopus macranthus","LC"
"Auxopus madagascariensis","CR"
"Barbosella australis","LC"
"Barbosella cogniauxiana","LC"
"Barbosella crassifolia","LC"
"Barbosella cucullata","LC"
"Barbosella dolichorhiza","LC"
"Barbosella dusenii","LC"
"Barbosella gardneri","LC"
"Barbosella geminata","NT"
"Barbosella macaheensis","LC"
"Barbosella miersii","LC"
"Barbosella orbicularis","LC"
"Barbosella prorepens","LC"
"Barbosella spiritu-sanctensis","LC"
"Barbosella trilobata","LC"
"Barbosella vasquezii","LC"
"Barkeria barkeriola","LC"
"Barkeria dorotheae","LC"
"Barkeria lindleyana","LC"
"Barkeria melanocaulon","LC"
"Barkeria naevosa","LC"
"Barkeria obovata","LC"
"Barkeria palmeri","LC"
"Barkeria scandens","LC"
"Barkeria shoemakeri","LC"
"Barkeria skinneri","LC"
"Barkeria spectabilis","LC"
"Barkeria uniflora","LC"
"Barkeria whartoniana","LC"
"Bartholina burmanniana","LC"
"Bartholina etheliae","VU"
"Basiphyllaea carabiaiana","EN"
"Basiphyllaea corallicola","LC"
"Basiphyllaea hamiltoniana","LC"
"Basiphyllaea sarcophylla","LC"
"Basiphyllaea wrightii","LC"
"Baskervilla assurgens","LC"
"Baskervilla auriculata","LC"
"Baskervilla colombiana","LC"
"Baskervilla leptantha","LC"
"Baskervilla machupicchuensis","LC"
"Baskervilla paranaensis","LC"
"Baskervilla pastasae","LC"
"Baskervilla stenopetala","LC"
"Batemannia armillata","LC"
"Batemannia colleyi","LC"
"Batemannia leferenzii","LC"
