"species","status"
"Aerangis biloba","Not Threatened"
"Aerangis brachycarpa","Not Threatened"
"Aerangis calantha","Threatened"
"Aerangis carnea","Threatened"
"Aerangis citrata","Not Threatened"
"Aerangis collum-cygni","Threatened"
"Aerangis concavipetala","Threatened"
"Aerangis confusa","Threatened"
"Aerangis coriacea","Threatened"
"Aerangis cryptodon","Threatened"
"Aerangis decaryana","Threatened"
"Aerangis distincta","Threatened"
"Aerangis divitiflora","Threatened"
"Aerangis ellisii","Not Threatened"
"Aerangis fastuosa","Threatened"
"Aerangis fuscata","Threatened"
"Aerangis gracillima","EXT"
"Aerangis gravenreuthii","Threatened"
"Aerangis hologlottis","Threatened"
"Aerangis hyaloides","Threatened"
"Aerangis jacksonii","Threatened"
"Aerangis kirkii","Threatened"
"Aerangis kotschyana","Not Threatened"
"Aerangis luteoalba","Threatened"
"Aerangis macrocentra","Threatened"
"Aerangis modesta","Not Threatened"
"Aerangis monantha","Threatened"
"Aerangis montana","Threatened"
"Aerangis mooreana","Threatened"
"Aerangis mystacidii","Not Threatened"
"Aerangis oligantha","Threatened"
"Aerangis pallidiflora","Threatened"
"Aerangis pulchella","Threatened"
"Aerangis punctata","Threatened"
"Aerangis rostellaris","Threatened"
"Aerangis seegeri","Threatened"
"Aerangis somalensis","Threatened"
"Aerangis spiculata","Threatened"
"Aerangis splendida","Threatened"
"Aerangis stelligera","Threatened"
"Aerangis stylosa","Threatened"
"Aerangis thomsonii","Not Threatened"
"Aerangis ugandensis","Threatened"
"Aerangis verdickii","Not Threatened"
"Aeranthes adenopoda","Threatened"
"Aeranthes aemula","Threatened"
"Aeranthes angustidens","Threatened"
"Aeranthes antennophora","Threatened"
"Aeranthes arachnites","Threatened"
"Aeranthes bathieana","Threatened"
"Aeranthes caudata","Threatened"
"Aeranthes crassifolia","Threatened"
"Aeranthes ecalcarata","Threatened"
"Aeranthes filipes","Threatened"
"Aeranthes grandiflora","Threatened"
"Aeranthes laxiflora","Threatened"
"Aeranthes leandriana","Threatened"
"Aeranthes moratii","Threatened"
"Aeranthes multinodis","Threatened"
"Aeranthes nidus","Threatened"
"Aeranthes orophila","Threatened"
"Aeranthes parvula","Threatened"
"Aeranthes peyrotii","Threatened"
"Aeranthes polyanthemus","Threatened"
"Aeranthes ramosa","Not Threatened"
"Aeranthes robusta","Threatened"
"Aeranthes sambiranoensis","Threatened"
"Aeranthes schlechteri","Threatened"
"Aeranthes setiformis","Threatened"
"Aeranthes setipes","Threatened"
"Aeranthes strangulata","Threatened"
"Aeranthes subramosa","Threatened"
"Aeranthes tenella","Threatened"
"Aeranthes tricalcarata","Threatened"
"Aeranthes tropophila","Threatened"
"Aerides crassifolia","Threatened"
"Aerides crispa","Threatened"
"Aerides emericii","Threatened"
"Aerides falcata","Not Threatened"
"Aerides inflexa","Not Threatened"
"Aerides maculosa","Threatened"
"Aerides multiflora","Threatened"
"Aerides odorata","Not Threatened"
"Aerides quinquevulnera","Threatened"
"Aerides ringens","Threatened"
"Aerides rosea","Threatened"
"Aerides thibautiana","Not Threatened"
"Aganisia cyanea","Not Threatened"
"Aganisia fimbriata","Not Threatened"
"Aganisia pulchella","Not Threatened"
"Aglossorrhyncha aurea","Not Threatened"
"Aglossorrhyncha biflora","Not Threatened"
"Aglossorrhyncha fruticicola","Threatened"
"Aglossorrhyncha galanthiflora","Not Threatened"
"Aglossorrhyncha torricellensis","Not Threatened"
"Aglossorrhyncha viridis","Not Threatened"
"Agrostophyllum appendiculoides","Not Threatened"
"Agrostophyllum atrobrunneum","Not Threatened"
"Agrostophyllum beleense","Not Threatened"
"Agrostophyllum brachiatum","Not Threatened"
"Agrostophyllum brevipes","Threatened"
"Agrostophyllum callosum","Not Threatened"
"Agrostophyllum carrianum","Not Threatened"
"Agrostophyllum compressum","Not Threatened"
"Agrostophyllum crassicaule","Not Threatened"
"Agrostophyllum curvilabre","Not Threatened"
"Agrostophyllum cyatheicola","Not Threatened"
"Agrostophyllum cyathiforme","Not Threatened"
"Agrostophyllum cyclopense","Not Threatened"
"Agrostophyllum denbergeri","Not Threatened"
"Agrostophyllum dischorense","Not Threatened"
"Agrostophyllum dolychophyllum","Not Threatened"
"Agrostophyllum earinoides","Not Threatened"
"Agrostophyllum elatum","Threatened"
"Agrostophyllum elongatum","Not Threatened"
"Agrostophyllum fibrosum","Not Threatened"
"Agrostophyllum flexuosum","Not Threatened"
"Agrostophyllum globiceps","Threatened"
"Agrostophyllum glumaceum","Not Threatened"
"Agrostophyllum graminifolium","Not Threatened"
"Agrostophyllum grandiflorum","Not Threatened"
"Agrostophyllum grubbianum","Not Threatened"
"Agrostophyllum habbemense","Not Threatened"
"Agrostophyllum huonense","Not Threatened"
"Agrostophyllum indifferens","Threatened"
"Agrostophyllum javanicum","Threatened"
"Agrostophyllum kairoanum","Not Threatened"
"Agrostophyllum kaniense","Not Threatened"
"Agrostophyllum kerenganum","Threatened"
"Agrostophyllum lamellatum","Not Threatened"
"Agrostophyllum lampongense","Threatened"
"Agrostophyllum laterale","Not Threatened"
"Agrostophyllum laxum","Not Threatened"
"Agrostophyllum leucocephalum","Not Threatened"
"Agrostophyllum longifolium","Not Threatened"
"Agrostophyllum longinode","Not Threatened"
"Agrostophyllum longivaginatum","Threatened"
"Agrostophyllum macrocephalum","Not Threatened"
"Agrostophyllum majus","Not Threatened"
"Agrostophyllum malindangense","Threatened"
"Agrostophyllum megalurum","Not Threatened"
"Agrostophyllum militare","Threatened"
"Agrostophyllum milneanum","Not Threatened"
"Agrostophyllum montanum","Not Threatened"
"Agrostophyllum mucronatum","Not Threatened"
"Agrostophyllum myrianthum","Threatened"
"Agrostophyllum neoguinense","Not Threatened"
"Agrostophyllum paniculatum","Not Threatened"
"Agrostophyllum papuanum","Not Threatened"
"Agrostophyllum parviflorum","Not Threatened"
"Agrostophyllum patentissimum","Not Threatened"
"Agrostophyllum philippinense","Threatened"
"Agrostophyllum planicaule","Threatened"
"Agrostophyllum rigidifolium","Not Threatened"
"Agrostophyllum spicatum","Not Threatened"
"Agrostophyllum stenophyllum","Not Threatened"
"Agrostophyllum stipulatum","Not Threatened"
"Agrostophyllum subacuminatum","Not Threatened"
"Agrostophyllum sumatranum","Threatened"
"Agrostophyllum superpositum","Not Threatened"
"Agrostophyllum torricellense","Threatened"
"Agrostophyllum trifidum","Not Threatened"
"Agrostophyllum triquetrum","Not Threatened"
"Agrostophyllum uniflorum","Not Threatened"
"Agrostophyllum vanhulstijnii","Threatened"
"Agrostophyllum ventricosum","Not Threatened"
"Alamania punicea","Not Threatened"
"Altensteinia boliviensis","Threatened"
"Altensteinia citrina","Not Threatened"
"Altensteinia fimbriata","Not Threatened"
"Altensteinia longispicata","Not Threatened"
"Altensteinia virescens","Not Threatened"
"Amitostigma basifoliatum","Threatened"
"Amitostigma capitatum","Threatened"
"Amitostigma faberi","Threatened"
"Amitostigma hemipilioides","Threatened"
"Amitostigma kinoshitae","Threatened"
"Amitostigma simplex","Threatened"
"Amitostigma tetralobum","Threatened"
"Anacamptis boryi","Threatened"
"Anacamptis collina","Not Threatened"
"Anacamptis coriophora","Not Threatened"
"Anacamptis laxiflora","Not Threatened"
"Anacamptis morio","Not Threatened"
"Anacamptis palustris","Not Threatened"
"Anacamptis papilionacea","Not Threatened"
"Anacamptis pyramidalis","Not Threatened"
"Anacamptis sancta","Not Threatened"
"Anathallis acuminata","Not Threatened"
"Anathallis adenochila","Not Threatened"
"Anathallis angustilabia","Threatened"
"Anathallis aristulata","Threatened"
"Anathallis barbulata","Not Threatened"
"Anathallis bolsanelloi","Threatened"
"Anathallis brevipes","Not Threatened"
"Anathallis corticicola","Not Threatened"
"Anathallis dryadum","Not Threatened"
"Anathallis ferdinandiana","Threatened"
"Anathallis gert-hatschbachii","Threatened"
"Anathallis graveolens","Not Threatened"
"Anathallis guarujaensis","Threatened"
"Anathallis involuta","Threatened"
"Anathallis jesupiorum","Threatened"
"Anathallis lagarophyta","Threatened"
"Anathallis lewisiae","Not Threatened"
"Anathallis linearifolia","Not Threatened"
"Anathallis liparanges","Not Threatened"
"Anathallis malmeana","Not Threatened"
"Anathallis microphyta","Not Threatened"
"Anathallis minutalis","Threatened"
"Anathallis montipelladensis","Not Threatened"
"Anathallis obovata","Not Threatened"
"Anathallis ourobranquensis","Threatened"
"Anathallis pabstii","Not Threatened"
"Anathallis papuligera","Threatened"
"Anathallis pubipetala","Threatened"
"Anathallis pusilla","Threatened"
"Anathallis radialis","Threatened"
"Anathallis scariosa","Threatened"
"Anathallis sclerophylla","Not Threatened"
"Anathallis sertularioides","Threatened"
"Anathallis sororcula","Not Threatened"
"Anathallis spiculifera","Not Threatened"
"Anathallis ypirangae","Not Threatened"
"Ancistrochilus rothschildianus","Threatened"
"Ancistrochilus thomsonianus","Threatened"
"Ancistrorhynchus akeassiae","Threatened"
"Ancistrorhynchus capitatus","Threatened"
"Ancistrorhynchus cephalotes","Threatened"
"Ancistrorhynchus clandestinus","Threatened"
"Ancistrorhynchus crystalensis","EXT"
"Ancistrorhynchus laxiflorus","Threatened"
"Ancistrorhynchus metteniae","Threatened"
"Ancistrorhynchus ovatus","Threatened"
"Ancistrorhynchus parviflorus","Not Threatened"
"Ancistrorhynchus recurvus","Not Threatened"
"Ancistrorhynchus refractus","Threatened"
"Ancistrorhynchus schumannii","EXT"
"Ancistrorhynchus serratus","EXT"
"Ancistrorhynchus straussii","Threatened"
"Ancistrorhynchus tenuicaulis","Threatened"
"Andinia trimytera","Not Threatened"
"Andinia vestigipetala","Threatened"
"Androcorys pusillus","Threatened"
"Androcorys spiralis","Threatened"
"Angraecopsis amaniensis","Threatened"
"Angraecopsis breviloba","Threatened"
"Angraecopsis cryptantha","EXT"
"Angraecopsis elliptica","EXT"
"Angraecopsis gracillima","Threatened"
"Angraecopsis holochila","Threatened"
"Angraecopsis ischnopus","Threatened"
"Angraecopsis lisowskii","EXT"
"Angraecopsis lovettii","Threatened"
"Angraecopsis malawiensis","Threatened"
"Angraecopsis parva","Threatened"
"Angraecopsis parviflora","Threatened"
"Angraecopsis pusilla","Threatened"
"Angraecopsis tenerrima","Threatened"
"Angraecopsis tridens","Threatened"
"Angraecopsis trifurca","Threatened"
"Angraecum acutipetalum","Threatened"
"Angraecum affine","Threatened"
"Angraecum alleizettei","Threatened"
"Angraecum aloifolium","Threatened"
"Angraecum ambrense","Threatened"
"Angraecum amplexicaule","Threatened"
"Angraecum ampullaceum","Threatened"
"Angraecum andringitranum","Threatened"
"Angraecum angustipetalum","Threatened"
"Angraecum angustum","EXT"
"Angraecum ankeranense","Threatened"
"Angraecum aporoides","Threatened"
"Angraecum appendiculatum","Threatened"
"Angraecum appendiculoides","Threatened"
"Angraecum arachnites","Threatened"
"Angraecum atlanticum","Threatened"
"Angraecum bancoense","Not Threatened"
"Angraecum baronii","Threatened"
"Angraecum bemarivoense","Threatened"
"Angraecum bicallosum","Threatened"
"Angraecum birrimense","Threatened"
"Angraecum borbonicum","Threatened"
"Angraecum brachyrhopalon","Threatened"
"Angraecum bracteosum","Threatened"
"Angraecum breve","Threatened"
"Angraecum cadetii","Threatened"
"Angraecum calceolus","Not Threatened"
"Angraecum caricifolium","Threatened"
"Angraecum caulescens","Threatened"
"Angraecum chaetopodum","Threatened"
"Angraecum chamaeanthus","Threatened"
"Angraecum chermezonii","Threatened"
"Angraecum claessensii","EXT"
"Angraecum clavigerum","Threatened"
"Angraecum compactum","Not Threatened"
"Angraecum compressicaule","Threatened"
"Angraecum conchiferum","Threatened"
"Angraecum conchoglossum","Threatened"
"Angraecum cordemoyi","Threatened"
"Angraecum cornigerum","Threatened"
"Angraecum cornucopiae","Threatened"
"Angraecum corrugatum","Threatened"
"Angraecum corynoceras","Threatened"
"Angraecum costatum","Threatened"
"Angraecum coutrixii","Threatened"
"Angraecum crassum","Threatened"
"Angraecum cribbianum","Threatened"
"Angraecum cucullatum","Threatened"
"Angraecum cultriforme","Threatened"
"Angraecum curnowianum","Threatened"
"Angraecum curvicaule","Threatened"
"Angraecum curvipes","EXT"
"Angraecum danguyanum","Threatened"
"Angraecum dasycarpum","Threatened"
"Angraecum decaryanum","Threatened"
"Angraecum dendrobiopsis","Threatened"
"Angraecum didieri","Threatened"
"Angraecum distichum","Not Threatened"
"Angraecum dives","Threatened"
"Angraecum doratophyllum","EXT"
"Angraecum drouhardii","Threatened"
"Angraecum dryadum","Threatened"
"Angraecum dupontii","Threatened"
"Angraecum eburneum","Not Threatened"
"Angraecum egertonii","EXT"
"Angraecum eichlerianum","Threatened"
"Angraecum elephantinum","Threatened"
"Angraecum equitans","Threatened"
"Angraecum erectum","Threatened"
"Angraecum expansum","Threatened"
"Angraecum falcifolium","Threatened"
"Angraecum ferkoanum","Threatened"
"Angraecum filicornu","Threatened"
"Angraecum firthii","Threatened"
"Angraecum flavidum","Threatened"
"Angraecum floribundum","Threatened"
"Angraecum florulentum","Threatened"
"Angraecum gabonense","Not Threatened"
"Angraecum germinyanum","Threatened"
"Angraecum gracile","Threatened"
"Angraecum hermannii","Threatened"
"Angraecum humbertii","Threatened"
"Angraecum humblotianum","Threatened"
"Angraecum humile","Threatened"
"Angraecum huntleyoides","Threatened"
"Angraecum imerinense","Threatened"
"Angraecum infundibulare","Threatened"
"Angraecum kranzlinianum","Threatened"
"Angraecum lecomtei","Threatened"
"Angraecum leonis","Threatened"
"Angraecum letouzeyi","Threatened"
"Angraecum liliodorum","Threatened"
"Angraecum linearifolium","Not Threatened"
"Angraecum lisowskianum","EXT"
"Angraecum litorale","Threatened"
"Angraecum longicalcar","Threatened"
"Angraecum longicaule","Threatened"
"Angraecum madagascariense","Threatened"
"Angraecum magdalenae","Threatened"
"Angraecum mahavavense","Threatened"
"Angraecum mauritianum","Threatened"
"Angraecum melanostictum","Threatened"
"Angraecum microcharis","Threatened"
"Angraecum minus","Threatened"
"Angraecum minutum","Threatened"
"Angraecum moandense","Not Threatened"
"Angraecum mofakoko","Threatened"
"Angraecum moratii","Threatened"
"Angraecum multiflorum","Threatened"
"Angraecum multinominatum","Threatened"
"Angraecum muscicola","Threatened"
"Angraecum musculiferum","Threatened"
"Angraecum myrianthum","Threatened"
"Angraecum obesum","Threatened"
"Angraecum oblongifolium","Threatened"
"Angraecum obversifolium","Threatened"
"Angraecum ochraceum","Threatened"
"Angraecum oeonioides","Threatened"
"Angraecum onivense","Threatened"
"Angraecum palmicola","Threatened"
"Angraecum panicifolium","Not Threatened"
"Angraecum patens","Threatened"
"Angraecum pauciramosum","Threatened"
"Angraecum pectinatum","Threatened"
"Angraecum penzigianum","Threatened"
"Angraecum pergracile","Threatened"
"Angraecum perhumile","Threatened"
"Angraecum perparvulum","Threatened"
"Angraecum peyrotii","Threatened"
"Angraecum pingue","Threatened"
"Angraecum pinifolium","Threatened"
"Angraecum podochiloides","Not Threatened"
"Angraecum popowii","Threatened"
"Angraecum potamophilum","Threatened"
"Angraecum praestans","Not Threatened"
"Angraecum protensum","Not Threatened"
"Angraecum pseudodidieri","Threatened"
"Angraecum pseudofilicornu","Threatened"
"Angraecum pterophyllum","Threatened"
"Angraecum pumilio","Threatened"
"Angraecum pungens","Threatened"
"Angraecum pusillum","Not Threatened"
"Angraecum pyriforme","Threatened"
"Angraecum ramosum","Threatened"
"Angraecum reygaertii","EXT"
"Angraecum rhizanthium","Threatened"
"Angraecum rhizomaniacum","Threatened"
"Angraecum rhynchoglossum","Not Threatened"
"Angraecum rigidifolium","Threatened"
"Angraecum rostratum","Threatened"
"Angraecum rubellum","Threatened"
"Angraecum rutenbergianum","Not Threatened"
"Angraecum sacciferum","Not Threatened"
"Angraecum sacculatum","Threatened"
"Angraecum sambiranoense","Threatened"
"Angraecum sanfordii","EXT"
"Angraecum scalariforme","Threatened"
"Angraecum scottianum","Threatened"
"Angraecum sedifolium","Threatened"
"Angraecum serpens","Threatened"
"Angraecum sesquipedale","Not Threatened"
"Angraecum setipes","Threatened"
"Angraecum sinuatiflorum","Threatened"
"Angraecum sororium","Not Threatened"
"Angraecum spectabile","Threatened"
"Angraecum spicatum","Threatened"
"Angraecum stella-africae","Threatened"
"Angraecum sterrophyllum","Threatened"
"Angraecum stolzii","Threatened"
"Angraecum striatum","Threatened"
"Angraecum subulatum","Not Threatened"
"Angraecum tamarindicola","Threatened"
"Angraecum tenellum","Threatened"
"Angraecum tenuifolium","Threatened"
"Angraecum tenuipes","Threatened"
"Angraecum teres","Threatened"
"Angraecum teretifolium","Threatened"
"Angraecum triangulifolium","Threatened"
"Angraecum umbrosum","Threatened"
"Angraecum undulatum","Threatened"
"Angraecum urschianum","Threatened"
"Angraecum verecundum","Threatened"
"Angraecum vesiculatum","Threatened"
"Angraecum vesiculiferum","Threatened"
"Angraecum viguieri","Not Threatened"
"Angraecum viride","Threatened"
"Angraecum viridiflorum","Threatened"
"Angraecum zaratananae","Threatened"
"Anguloa cliftonii","Threatened"
"Anguloa clowesii","Not Threatened"
"Anguloa uniflora","Threatened"
"Anguloa virginalis","Not Threatened"
"Anoectochilus albolineatus","Threatened"
"Anoectochilus annamensis","Threatened"
"Anoectochilus burmannicus","Threatened"
"Anoectochilus calcareus","Threatened"
"Anoectochilus dewildeorum","Threatened"
"Anoectochilus formosanus","Not Threatened"
"Anoectochilus geniculatus","Threatened"
"Anoectochilus imitans","Not Threatened"
"Anoectochilus kinabaluensis","Threatened"
"Anoectochilus koshunensis","Not Threatened"
"Anoectochilus longicalcaratus","Threatened"
"Anoectochilus lylei","Threatened"
"Anoectochilus monicae","Threatened"
"Anoectochilus papuanus","Not Threatened"
"Anoectochilus reinwardtii","Not Threatened"
"Anoectochilus rhombilabius","Not Threatened"
"Anoectochilus roxburghii","Not Threatened"
"Anoectochilus sandvicensis","Threatened"
"Anoectochilus setaceus","Not Threatened"
"Anoectochilus sumatranus","Threatened"
"Anoectochilus yatesiae","Not Threatened"
"Anoectochilus zhejiangensis","Threatened"
"Ansellia africana","Threatened"
"Anthogonium gracile","Threatened"
"Aphyllorchis alpina","Threatened"
"Aphyllorchis angustipetala","Threatened"
"Aphyllorchis anomala","Not Threatened"
"Aphyllorchis caudata","Threatened"
"Aphyllorchis elata","Not Threatened"
"Aphyllorchis evrardii","Threatened"
"Aphyllorchis exilis","Threatened"
"Aphyllorchis gollanii","Threatened"
"Aphyllorchis montana","Threatened"
"Aphyllorchis pallida","Threatened"
"Aphyllorchis queenslandica","Not Threatened"
"Aphyllorchis siantanensis","Threatened"
"Aphyllorchis simplex","Threatened"
"Aphyllorchis sumatrana","Threatened"
"Aplectrum hyemale","Not Threatened"
"Aporostylis bifolia","Not Threatened"
"Apostasia latifolia","Threatened"
"Apostasia nuda","Not Threatened"
"Apostasia odorata","Not Threatened"
"Apostasia parvula","Threatened"
"Apostasia wallichii","Not Threatened"
"Appendicula aberrans","Not Threatened"
"Appendicula adnata","Threatened"
"Appendicula alatocaulis","Not Threatened"
"Appendicula alba","Not Threatened"
"Appendicula anceps","Not Threatened"
"Appendicula angustifolia","Not Threatened"
"Appendicula annamensis","Threatened"
"Appendicula anomala","Not Threatened"
"Appendicula babiensis","Threatened"
"Appendicula bilobulata","Threatened"
"Appendicula bracteosa","Not Threatened"
"Appendicula brevimentum","Threatened"
"Appendicula buxifolia","Threatened"
"Appendicula calcarata","Not Threatened"
"Appendicula carnosa","Not Threatened"
"Appendicula celebica","Threatened"
"Appendicula clemensiae","Not Threatened"
"Appendicula clemensiorum","Threatened"
"Appendicula congesta","Threatened"
"Appendicula cornuta","Not Threatened"
"Appendicula cristata","Not Threatened"
"Appendicula dajakorum","Threatened"
"Appendicula damusensis","Threatened"
"Appendicula dendrobioides","Threatened"
"Appendicula effusa","Threatened"
"Appendicula elegans","Not Threatened"
"Appendicula elmeri","Threatened"
"Appendicula fasciculata","Not Threatened"
"Appendicula floribunda","Threatened"
"Appendicula foliosa","Not Threatened"
"Appendicula furfuracea","Threatened"
"Appendicula gjellerupii","Not Threatened"
"Appendicula gracilis","Threatened"
"Appendicula grandifolia","Not Threatened"
"Appendicula hexandra","Not Threatened"
"Appendicula infundibuliformis","Threatened"
"Appendicula lamprophylla","Threatened"
"Appendicula latilabium","Not Threatened"
"Appendicula laxifolia","Threatened"
"Appendicula linearifolia","Not Threatened"
"Appendicula linearis","Not Threatened"
"Appendicula longa","Not Threatened"
"Appendicula longirostrata","Not Threatened"
"Appendicula lucbanensis","Threatened"
"Appendicula lucida","Not Threatened"
"Appendicula magnibracteata","Threatened"
"Appendicula ovalis","Threatened"
"Appendicula palustris","Not Threatened"
"Appendicula patentissima","Threatened"
"Appendicula pauciflora","Threatened"
"Appendicula pendula","Not Threatened"
"Appendicula pilosa","Threatened"
"Appendicula polita","Threatened"
"Appendicula polystachya","Not Threatened"
"Appendicula pseudofractiflexa","Not Threatened"
"Appendicula purpurascens","Not Threatened"
"Appendicula purpureifolia","Threatened"
"Appendicula ramosa","Not Threatened"
"Appendicula recondita","Threatened"
"Appendicula reflexa","Not Threatened"
"Appendicula rostellata","Threatened"
"Appendicula rostrata","Not Threatened"
"Appendicula rubens","Threatened"
"Appendicula rupestris","Threatened"
"Appendicula salicifolia","Threatened"
"Appendicula seranica","Not Threatened"
"Appendicula spathilabris","Threatened"
"Appendicula tenuifolia","Threatened"
"Appendicula tenuispica","Not Threatened"
"Appendicula togarupia","Threatened"
"Appendicula torta","Not Threatened"
"Appendicula triloba","Threatened"
"Appendicula tubilabia","Threatened"
