"species","status"
"Aa achalensis","LC"
"Aa argyrolepis","EN"
"Aa calceata","LC"
"Aa colombiana","LC"
"Aa denticulata","EN"
"Aa fiebrigii","LC"
"Aa hartwegii","LC"
"Aa hieronymi","LC"
"Aa leucantha","LC"
"Aa macra","EN"
"Aa maderoi","LC"
"Aa mandonii","LC"
"Aa matthewsii","LC"
"Aa microtidis","LC"
"Aa paleacea","LC"
"Aa riobambae","LC"
"Aa sphaeroglossa","LC"
"Aa trilobulata","EN"
"Aa weddelliana","LC"
"Abdominea minimiflora","EN"
"Acampe ochracea","LC"
"Acampe pachyglossa","LC"
"Acampe praemorsa","EN"
"Acampe rigida","EN"
"Acanthophippium striatum","LC"
"Acianthera adamantinensis","EN"
"Acianthera angustifolia","LC"
"Acianthera angustisepala","LC"
"Acianthera aphthosa","LC"
"Acianthera auriculata","LC"
"Acianthera bidentula","LC"
"Acianthera binotii","LC"
"Acianthera bragae","LC"
"Acianthera capillaris","EN"
"Acianthera chrysantha","LC"
"Acianthera ciliata","EN"
"Acianthera circumplexa","EN"
"Acianthera cogniauxiana","LC"
"Acianthera cordatifolia","LC"
"Acianthera crinita","EN"
"Acianthera cryptantha","LC"
"Acianthera cryptophoranthoides","EN"
"Acianthera decipiens","LC"
"Acianthera decurrens","LC"
"Acianthera discophylla","LC"
"Acianthera duartei","EN"
"Acianthera dutrae","LC"
"Acianthera ellipsophylla","EN"
"Acianthera erebatensis","EN"
"Acianthera erosa","EN"
"Acianthera erythrogramma","LC"
"Acianthera exarticulata","LC"
"Acianthera eximia","LC"
"Acianthera fabiobarrosii","LC"
"Acianthera fenestrata","EN"
"Acianthera fockei","LC"
"Acianthera fornograndensis","LC"
"Acianthera geminicaulina","LC"
"Acianthera glanduligera","EN"
"Acianthera glumacea","LC"
"Acianthera gracilisepala","LC"
"Acianthera heringeri","LC"
"Acianthera herzogii","LC"
"Acianthera hirsutula","CR"
"Acianthera hoffmannseggiana","LC"
"Acianthera hondurensis","LC"
"Acianthera hygrophila","LC"
"Acianthera hystrix","LC"
"Acianthera johannensis","LC"
"Acianthera johnsonii","EN"
"Acianthera juxtaposita","LC"
"Acianthera klotzschiana","EN"
"Acianthera leptotifolia","LC"
"Acianthera limae","LC"
"Acianthera lojae","LC"
"Acianthera luteola","LC"
"Acianthera macropoda","LC"
"Acianthera majakoluckae","EN"
"Acianthera malachantha","LC"
"Acianthera micrantha","LC"
"Acianthera miqueliana","LC"
"Acianthera modestissima","LC"
"Acianthera murexoidea","LC"
"Acianthera nemorosa","LC"
"Acianthera ochreata","LC"
"Acianthera octophrys","LC"
"Acianthera oligantha","LC"
"Acianthera panduripetala","LC"
"Acianthera pantasmi","LC"
"Acianthera pardipes","EN"
"Acianthera parva","CR"
"Acianthera pectinata","LC"
"Acianthera polystachya","LC"
"Acianthera prolifera","LC"
"Acianthera pubescens","LC"
"Acianthera quadriserrata","LC"
"Acianthera ramosa","LC"
"Acianthera recurva","LC"
"Acianthera rostellata","LC"
"Acianthera saundersiana","LC"
"Acianthera saurocephala","LC"
"Acianthera serpentula","LC"
"Acianthera sicaria","LC"
"Acianthera sonderiana","LC"
"Acianthera strupifolia","EN"
"Acianthera teres","LC"
"Acianthera tikalensis","LC"
"Acianthera translucida","LC"
"Acianthera tristis","EN"
"Acianthera unguicallosa","LC"
"Acianthera violaceomaculata","LC"
"Acianthera wageneriana","LC"
"Acianthera yauaperyensis","EN"
"Acianthus aegeridantennatus","EN"
"Acianthus amplexicaulis","LC"
"Acianthus atepalus","EN"
"Acianthus bracteatus","EN"
"Acianthus caudatus","LC"
"Acianthus confusus","LC"
"Acianthus corniculatus","LC"
"Acianthus cymbalariifolius","LC"
"Acianthus elegans","LC"
"Acianthus exsertus","LC"
"Acianthus fornicatus","LC"
"Acianthus grandiflorus","EN"
"Acianthus halleanus","EN"
"Acianthus heptadactylus","EN"
"Acianthus macroglossus","LC"
"Acianthus sinclairii","LC"
"Acianthus tenuilabris","EN"
"Acianthus veillonis","LC"
"Acineta alticola","LC"
"Acineta barkeri","LC"
"Acineta chrysantha","LC"
"Acineta cryptodonta","EN"
"Acineta densa","LC"
"Acineta hagsateri","EN"
"Acineta hrubyana","LC"
"Acineta salazarii","CR"
"Acineta superba","LC"
"Acriopsis densiflora","LC"
"Acriopsis emarginata","LC"
"Acriopsis gracilis","EN"
"Acriopsis indica","LC"
"Acriopsis liliifolia","LC"
"Acriopsis ridleyi","EN"
"Acrolophia bolusii","LC"
"Acrolophia capensis","LC"
"Acrolophia cochlearis","LC"
"Acrolophia lamellata","LC"
"Acrolophia lunata","EN"
"Acrolophia micrantha","LC"
"Acrolophia ustulata","LC"
"Acrorchis roseola","LC"
"Adenochilus gracilis","LC"
"Adenochilus nortonii","LC"
"Adenoncos buruensis","LC"
"Adenoncos celebica","EN"
"Adenoncos elongata","LC"
"Adenoncos major","LC"
"Adenoncos nasonioides","EN"
"Adenoncos papuana","LC"
"Adenoncos parviflora","EN"
"Adenoncos saccata","LC"
"Adenoncos sumatrana","EN"
"Adenoncos virens","EN"
"Adrorhizon purpurascens","LC"
"Aerangis alcicornis","CR"
"Aerangis appendiculata","CR"
"Aerangis arachnopus","EN"
"Aerangis articulata","EN"
"Aerangis biloba","LC"
"Aerangis brachycarpa","EN"
"Aerangis calantha","LC"
"Aerangis carnea","EN"
"Aerangis citrata","VU"
"Aerangis collum-cygni","LC"
"Aerangis concavipetala","CR"
"Aerangis confusa","EN"
"Aerangis coriacea","EN"
"Aerangis cryptodon","EN"
"Aerangis decaryana","EN"
"Aerangis distincta","CR"
"Aerangis divitiflora","CR"
"Aerangis ellisii","CR"
"Aerangis fastuosa","EN"
"Aerangis fuscata","EN"
"Aerangis gracillima","EN"
"Aerangis gravenreuthii","LC"
"Aerangis hologlottis","EN"
"Aerangis hyaloides","VU"
"Aerangis jacksonii","LC"
"Aerangis kirkii","EN"
"Aerangis kotschyana","LC"
"Aerangis luteoalba","LC"
"Aerangis macrocentra","EN"
"Aerangis modesta","EN"
"Aerangis monantha","CR"
"Aerangis montana","CR"
"Aerangis mooreana","EN"
"Aerangis mystacidii","LC"
"Aerangis oligantha","EN"
"Aerangis pallidiflora","EN"
"Aerangis pulchella","CR"
"Aerangis punctata","CR"
"Aerangis rostellaris","EN"
"Aerangis seegeri","CR"
"Aerangis somalensis","LC"
"Aerangis spiculata","EN"
"Aerangis splendida","LC"
"Aerangis stelligera","EN"
"Aerangis stylosa","EN"
"Aerangis thomsonii","LC"
"Aerangis ugandensis","LC"
"Aerangis verdickii","LC"
"Aeranthes adenopoda","EN"
"Aeranthes aemula","CR"
"Aeranthes angustidens","CR"
"Aeranthes antennophora","EN"
"Aeranthes arachnites","EN"
"Aeranthes bathieana","CR"
"Aeranthes caudata","EN"
"Aeranthes crassifolia","CR"
"Aeranthes ecalcarata","VU"
"Aeranthes filipes","EN"
"Aeranthes grandiflora","EN"
"Aeranthes laxiflora","CR"
"Aeranthes leandriana","CR"
"Aeranthes moratii","EN"
"Aeranthes multinodis","CR"
"Aeranthes nidus","CR"
"Aeranthes orophila","CR"
"Aeranthes parvula","EN"
"Aeranthes peyrotii","EN"
"Aeranthes polyanthemus","EN"
"Aeranthes ramosa","EN"
"Aeranthes robusta","CR"
"Aeranthes sambiranoensis","CR"
"Aeranthes schlechteri","VU"
"Aeranthes setiformis","CR"
"Aeranthes setipes","EN"
"Aeranthes strangulata","CR"
"Aeranthes subramosa","CR"
"Aeranthes tenella","EN"
"Aeranthes tricalcarata","EN"
"Aeranthes tropophila","EN"
"Aerides crassifolia","EN"
"Aerides crispa","LC"
"Aerides emericii","EN"
"Aerides falcata","LC"
"Aerides inflexa","LC"
"Aerides maculosa","LC"
"Aerides multiflora","LC"
"Aerides odorata","EN"
"Aerides quinquevulnera","EN"
"Aerides ringens","EN"
"Aerides rosea","EN"
"Aerides thibautiana","EN"
"Aganisia cyanea","LC"
"Aganisia fimbriata","EN"
"Aganisia pulchella","CR"
"Aglossorrhyncha aurea","LC"
"Aglossorrhyncha biflora","LC"
"Aglossorrhyncha fruticicola","LC"
"Aglossorrhyncha galanthiflora","LC"
"Aglossorrhyncha torricellensis","LC"
"Aglossorrhyncha viridis","LC"
"Agrostophyllum appendiculoides","LC"
"Agrostophyllum atrobrunneum","LC"
"Agrostophyllum beleense","LC"
"Agrostophyllum brachiatum","LC"
"Agrostophyllum brevipes","LC"
"Agrostophyllum callosum","LC"
"Agrostophyllum carrianum","LC"
"Agrostophyllum compressum","LC"
"Agrostophyllum crassicaule","LC"
"Agrostophyllum curvilabre","LC"
"Agrostophyllum cyatheicola","LC"
"Agrostophyllum cyathiforme","LC"
"Agrostophyllum cyclopense","LC"
"Agrostophyllum denbergeri","LC"
"Agrostophyllum dischorense","LC"
"Agrostophyllum dolychophyllum","LC"
"Agrostophyllum earinoides","LC"
"Agrostophyllum elatum","LC"
"Agrostophyllum elongatum","LC"
"Agrostophyllum fibrosum","LC"
"Agrostophyllum flexuosum","LC"
"Agrostophyllum globiceps","EN"
"Agrostophyllum glumaceum","EN"
"Agrostophyllum graminifolium","LC"
"Agrostophyllum grandiflorum","LC"
"Agrostophyllum grubbianum","LC"
"Agrostophyllum habbemense","LC"
"Agrostophyllum huonense","LC"
"Agrostophyllum indifferens","CR"
"Agrostophyllum javanicum","EN"
"Agrostophyllum kairoanum","LC"
"Agrostophyllum kaniense","LC"
"Agrostophyllum kerenganum","LC"
"Agrostophyllum lamellatum","LC"
"Agrostophyllum lampongense","EN"
"Agrostophyllum laterale","EN"
"Agrostophyllum laxum","LC"
"Agrostophyllum leucocephalum","LC"
"Agrostophyllum longifolium","LC"
"Agrostophyllum longinode","LC"
"Agrostophyllum longivaginatum","LC"
"Agrostophyllum macrocephalum","LC"
"Agrostophyllum majus","LC"
"Agrostophyllum malindangense","LC"
"Agrostophyllum megalurum","LC"
"Agrostophyllum militare","LC"
"Agrostophyllum milneanum","LC"
"Agrostophyllum montanum","LC"
"Agrostophyllum mucronatum","LC"
"Agrostophyllum myrianthum","LC"
"Agrostophyllum neoguinense","LC"
"Agrostophyllum paniculatum","LC"
"Agrostophyllum papuanum","LC"
"Agrostophyllum parviflorum","LC"
"Agrostophyllum patentissimum","LC"
"Agrostophyllum philippinense","LC"
"Agrostophyllum planicaule","LC"
"Agrostophyllum rigidifolium","LC"
"Agrostophyllum spicatum","LC"
"Agrostophyllum stenophyllum","LC"
"Agrostophyllum stipulatum","LC"
"Agrostophyllum subacuminatum","LC"
"Agrostophyllum sumatranum","EN"
"Agrostophyllum superpositum","LC"
"Agrostophyllum torricellense","LC"
"Agrostophyllum trifidum","LC"
"Agrostophyllum triquetrum","LC"
"Agrostophyllum uniflorum","LC"
"Agrostophyllum vanhulstijnii","EN"
"Agrostophyllum ventricosum","LC"
"Alamania punicea","LC"
"Altensteinia boliviensis","EN"
"Altensteinia citrina","LC"
"Altensteinia fimbriata","LC"
"Altensteinia longispicata","LC"
"Altensteinia virescens","LC"
"Amitostigma basifoliatum","EN"
"Amitostigma capitatum","LC"
"Amitostigma faberi","EN"
"Amitostigma hemipilioides","EN"
